,Title,Genre,Director,Actors,Plot
944,The Year of Living Dangerously,"Drama, Romance, War            ",Peter Weir,"['Mel Gibson', 'Sigourney Weaver', 'Linda Hunt', 'Bembol Roco']",A young Australian reporter tries to navigate the political turmoil of Indonesia during the rule of President Sukarno with the help of a diminutive photographer.
945,Elizabethtown,"Comedy, Drama, Romance            ",Cameron Crowe,"['Orlando Bloom', 'Kirsten Dunst', 'Susan Sarandon', 'Alec Baldwin']","During a hometown memorial for his Kentucky-born father, a young man begins an unexpected romance with a too-good-to-be-true stewardess."
946,Ruby Sparks,"Comedy, Drama, Fantasy            ",Jonathan Dayton,"['Valerie Faris', 'Paul Dano', 'Zoe Kazan', 'Annette Bening', 'Antonio Banderas']","A novelist struggling with writer's block finds romance in a most unusual way: by creating a female character he thinks will love him, then willing her into existence."
947,37°2 le matin,"Drama, Romance            ",Jean-Jacques Beineix,"['Jean-Hugues Anglade', 'Béatrice Dalle', 'Gérard Darmon', 'Consuelo De Haviland']",A lackadaisical handyman and aspiring novelist tries to support his younger girlfriend as she slowly succumbs to madness.
948,Madea's Family Reunion,"Comedy, Drama, Romance            ",Tyler Perry,"['Tyler Perry', 'Blair Underwood', 'Lynn Whitfield', 'Boris Kodjoe']","While planning her family reunion, a pistol-packing grandma must contend with the other dramas on her plate, including the runaway who has been placed under her care, and her love-troubled nieces."
949,Two Night Stand,"Comedy, Romance            ",Max Nichols,"['Miles Teller', 'Analeigh Tipton', 'Jessica Szohr', 'Kid Cudi']",A snowstorm forces two people who made an online connection to unwillingly extend their one-night stand as the blizzard goes through the night.
950,Vita & Virginia,"Biography, Drama, Romance            ",Chanya Button,"['Gemma Arterton', 'Elizabeth Debicki', 'Isabella Rossellini', 'Rupert Penry-Jones']",It's the fascinating true story about the love affair between socialite and popular author Vita Sackville-West and literary icon Virginia Woolf.
951,Tess,"Drama, Romance            ",Roman Polanski,"['Nastassja Kinski', 'Peter Firth', 'Leigh Lawson', 'John Collin']",A strong-willed young peasant girl attracts the affection of two men.
952,Rules Don't Apply,"Comedy, Drama, Romance            ",Warren Beatty,"['Lily Collins', 'Haley Bennett', 'Taissa Farmiga', 'Steve Tom']","The unconventional love story of an aspiring actress, her ambitious driver, and their eccentric boss, the legendary billionaire Howard Hughes."
953,Tuck Everlasting,"Drama, Family, Fantasy            ",Jay Russell,"['Alexis Bledel', 'Jonathan Jackson', 'Sissy Spacek', 'William Hurt']",A young woman meets and falls in love with a young man who is part of a family of immortals.
954,Ride with the Devil,"Drama, Romance, War            ",Ang Lee,"['Tobey Maguire', 'Skeet Ulrich', 'Jewel Kilcher', 'Jeremy W. Auman']","During the American Civil War, two friends join the Bushwhackers, a militant group loyal to the Confederacy."
955,Big Stone Gap,"Comedy, Romance            ",Adriana Trigiani,"['Ashley Judd', 'Patrick Wilson', 'Whoopi Goldberg', 'John Benjamin Hickey']","In a small town nestled in the Appalachian Mountains of Virginia, self-proclaimed spinster Ave Maria Mulligan finds her life shaken up and forever changed after learning a long-buried family secret."
956,Rings,"Drama, Horror, Mystery            ",F. Javier Gutiérrez,"['Matilda Anna Ingrid Lutz', 'Alex Roe', 'Johnny Galecki', ""Vincent D'Onofrio""]",A young woman finds herself on the receiving end of a terrifying curse that threatens to take her life in 7 days.
957,Sirens,"Comedy, Drama, Romance            ",John Duigan,"['Hugh Grant', 'Tara Fitzgerald', 'Sam Neill', 'Elle Macpherson']","When a painting is termed blasphemous, a young minister and his wife visit the artist... and the three sexually playful models living with him."
958,En kongelig affære,"Biography, Drama, History            ",Nikolaj Arcel,"['Alicia Vikander', 'Mads Mikkelsen', 'Mikkel Boe Følsgaard', 'Trine Dyrholm']","A young queen, who is married to an insane king, falls secretly in love with her physician - and together they start a revolution that changes a nation forever."
959,My Big Fat Greek Wedding 2,"Comedy, Romance            ",Kirk Jones,"['Nia Vardalos', 'John Corbett', 'Michael Constantine', 'Lainie Kazan']",A Portokalos family secret brings the beloved characters back together for an even bigger and Greeker wedding.
960,Finding Your Feet,"Comedy, Drama, Family            ",Richard Loncraine,"['Imelda Staunton', 'Celia Imrie', 'Timothy Spall', 'Joanna Lumley']","On the eve of retirement a middle class, judgmental snob discovers her husband has been having an affair with her best friend and is forced into exile with her bohemian sister who lives on an impoverished inner-city council estate."
961,To Rome with Love,"Comedy, Music, Romance            ",Woody Allen,"['Woody Allen', 'Penélope Cruz', 'Jesse Eisenberg', 'Ellen Page']","The lives of some visitors and residents of Rome and the romances, adventures and predicaments they get into."
962,Phantom of the Paradise,"Comedy, Drama, Fantasy            ",Brian De Palma,"['Paul Williams', 'William Finley', 'Jessica Harper', 'Gerrit Graham']","A disfigured composer sells his soul for the woman he loves so that she will perform his music. However, an evil record tycoon betrays him and steals his music to open his rock palace, The Paradise."
963,Bewitched,"Comedy, Fantasy, Romance            ",Nora Ephron,"['Nicole Kidman', 'Will Ferrell', 'Shirley MacLaine', 'Michael Caine']","Thinking he can overshadow an unknown actress in the part, an egocentric actor unknowingly gets a witch cast in an upcoming television remake of the classic sitcom Bewitched (1964)."
964,The Skeleton Twins,"Comedy, Drama, Romance            ",Craig Johnson,"['Kristen Wiig', 'Bill Hader', 'Luke Wilson', 'Ty Burrell']","Having both coincidentally cheated death on the same day, estranged twins reunite with the possibility of mending their relationship."
965,I Give It a Year,"Comedy, Romance            ",Dan Mazer,"['Rose Byrne', 'Rafe Spall', 'Alex Macqueen', 'Stephen Merchant']","Newlywed couple Nat and Josh are deliriously happy despite their differences, though friends and family aren't convinced that they can last. With their first anniversary approaching and attractive alternatives in the mix, can they last?"
966,Candy,"Drama, Romance            ",Neil Armfield,"['Heath Ledger', 'Abbie Cornish', 'Geoffrey Rush', 'Tom Budge']","A poet falls in love with an art student who gravitates to his bohemian lifestyle -- and his love of heroin. Hooked as much on one another as they are on the drug, their relationship alternates between states of oblivion, self-destruction, and despair."
967,Ordinary Love,"Drama, Romance            ",Lisa Barros D'Sa,"['Glenn Leyburn', 'Lesley Manville', 'Liam Neeson', 'Esh Alladi', 'Melanie Clark Pullen']",An extraordinary look at the lives of a middle-aged couple in the midst of the wife's breast cancer diagnosis.
968,Zoe,"Romance, Sci-Fi            ",Drake Doremus,"['Ewan McGregor', 'Léa Seydoux', 'Theo James', 'Rashida Jones']",A story about how synthetic humans can feel and even love and how the people they are involved with react to this concept.
969,Friends with Kids,"Comedy, Drama, Romance            ",Jennifer Westfeldt,"['Jennifer Westfeldt', 'Adam Scott', 'Maya Rudolph', ""Chris O'Dowd""]","Two best friends decide to have a child together while keeping their relationship platonic, so they can avoid the toll kids can take on romantic relationships."
970,The Lodgers,"Drama, Horror, Romance            ",Brian O'Malley,"['Charlotte Vega', 'Bill Milner', 'Eugene Simon', 'David Bradley']","1920, rural Ireland. Anglo Irish twins Rachel and Edward share a strange existence in their crumbling family estate. Each night, the property becomes the domain of a sinister presence (The ...                See full summary »
"
971,Strictly Ballroom,"Comedy, Drama, Music            ",Baz Luhrmann,"['Paul Mercurio', 'Tara Morice', 'Bill Hunter', 'Pat Thomson']",A maverick dancer risks his career by performing an unusual routine and sets out to succeed with a new partner.
972,The Sessions,"Biography, Comedy, Drama            ",Ben Lewin,"['John Hawkes', 'Helen Hunt', 'William H. Macy', 'Moon Bloodgood']",A man in an iron lung who wishes to lose his virginity contacts a professional sex surrogate with the help of his therapist and priest.
973,La double vie de Véronique,"Drama, Fantasy, Music            ",Krzysztof Kieslowski,"['Irène Jacob', 'Wladyslaw Kowalski', 'Halina Gryglaszewska', 'Kalina Jedrusik']","Two parallel stories about two identical women; one living in Poland, the other in France. They don't know each other, but their lives are nevertheless profoundly connected."
974,And So It Goes,"Comedy, Drama, Romance            ",Rob Reiner,"['Michael Douglas', 'Diane Keaton', 'Sterling Jerins', 'Annie Parisse']",A self-absorbed realtor enlists the help of his neighbor when he's suddenly left in charge of the granddaughter he never knew existed until his estranged son drops her off at his home.
975,How I Live Now,"Romance, Sci-Fi, Thriller            ",Kevin Macdonald,"['Saoirse Ronan', 'Tom Holland', 'George MacKay', 'Harley Bird']","An American girl, sent to the English countryside to stay with relatives, finds love and purpose while fighting for her survival as war envelops the world around her."
976,Because I Said So,"Comedy, Romance            ",Michael Lehmann,"['Diane Keaton', 'Mandy Moore', 'Gabriel Macht', 'Tom Everett Scott']",A meddling mother tries to set her daughter up with the right man so her kid won't follow in her footsteps.
977,All I See Is You,"Drama, Mystery, Romance            ",Marc Forster,"['Blake Lively', 'Jason Clarke', ""Ahna O'Reilly"", 'Miquel Fernández']",A blind woman's relationship with her husband changes when she regains her sight and discovers disturbing details about themselves.
978,Wristcutters: A Love Story,"Comedy, Drama, Fantasy            ",Goran Dukic,"['Patrick Fugit', 'Shea Whigham', 'Tom Waits', 'Will Arnett']",A film set in a strange afterlife way station that has been reserved for people who have committed suicide.
979,Magic in the Moonlight,"Comedy, Drama, Romance            ",Woody Allen,"['Colin Firth', 'Emma Stone', 'Marcia Gay Harden', 'Hamish Linklater']",A romantic comedy about an Englishman brought in to help unmask a possible swindle. Personal and professional complications ensue.
980,She's Having a Baby,"Comedy, Drama, Romance            ",John Hughes,"['Kevin Bacon', 'Elizabeth McGovern', 'Alec Baldwin', 'James Ray']",Young newlyweds find out just how unprepared they are for their future together.
981,Beginners,"Comedy, Drama, Romance            ",Mike Mills,"['Ewan McGregor', 'Christopher Plummer', 'Mélanie Laurent', 'Goran Visnjic']",A young man is rocked by two announcements from his elderly father: that he has terminal cancer and that he has a young male lover.
982,Bom Yeoareum Gaeul Gyeoul Geurigo Bom,"Drama, Romance            ",Ki-duk Kim,"['Ki-duk Kim', 'Yeong-su Oh', 'Jong-ho Kim', 'Young-min Kim']",A boy is raised by a Buddhist monk in an isolated floating temple where the years pass like the seasons.
983,Dream a Little Dream,"Comedy, Drama, Romance            ",Marc Rocco,"['Corey Feldman', 'Jason Robards', 'Piper Laurie', 'Meredith Salenger']",An accident puts the consciousness of an elderly dream researcher into the body of a bratty teenager. The problem? The kid prefers dreamworld limbo to real life.
984,"Mektoub, My Love: Intermezzo","Comedy, Romance            ",Abdellatif Kechiche,"['Shaïn Boumedine', 'Ophélie Bau', 'Salim Kechiouche', 'Alexia Chardard']","It's the end of summer vacation for Amin, the young photographer. He spends cozy evenings with Charlotte, the ex-girlfriend of Tony, his Casanova cousin. She talks to him about literature, ...                See full summary »
"
985,Loser,"Comedy, Romance            ",Amy Heckerling,"['Jason Biggs', 'Mena Suvari', 'Zak Orth', 'Thomas Sadoski']","A college student, branded a loser by his roommates and booted from the dorm, falls in love with a coed who has eyes for their condescending professor."
986,Ladies in Black,"Comedy, Drama, Romance            ",Bruce Beresford,"['Julia Ormond', 'Angourie Rice', 'Rachael Taylor', 'Alison McGirr']","Adapted from the bestselling novel by Madeleine St John, Ladies in Black is an alluring and tender-hearted comedy drama about the lives of a group of department store employees in 1959 Sydney."
987,The Misfits,"Drama, Romance, Western            ",John Huston,"['Clark Gable', 'Marilyn Monroe', 'Montgomery Clift', 'Thelma Ritter']",A divorcée falls for an over-the-hill cowboy who is struggling to maintain his romantically independent lifestyle.
988,All the Right Moves,"Drama, Romance, Sport            ",Michael Chapman,"['Tom Cruise', 'Lea Thompson', 'Craig T. Nelson', 'Charles Cioffi']",A high school football player desperate for a scholarship and his headstrong coach clash in a dying Pennsylvania steel town.
989,The Brothers Bloom,"Action, Adventure, Comedy            ",Rian Johnson,"['Rachel Weisz', 'Adrien Brody', 'Mark Ruffalo', 'Rinko Kikuchi']","The Brothers Bloom are the best con men in the world, swindling millionaires with complex scenarios of lust and intrigue. Now they've decided to take on one last job - showing a beautiful and eccentric heiress the time of her life with a romantic adventure that takes them around the world."
990,American Me,"Biography, Crime, Drama            ",Edward James Olmos,"['Edward James Olmos', 'William Forsythe', 'Sal Lopez', 'Vira Montes']","A Mexican-American Mafia kingpin is released from prison, falls in love for the first time, and grows introspective about his gangster lifestyle."
991,Alice Doesn't Live Here Anymore,"Drama, Romance            ",Martin Scorsese,"['Ellen Burstyn', 'Kris Kristofferson', 'Mia Bendixsen', 'Alfred Lutter III']","A recently widowed woman is on the road with her precocious young son, determined to make a new life for herself as a singer."
992,Raise Your Voice,"Family, Music, Musical            ",Sean McNamara,"['Hilary Duff', 'John Corbett', 'Rebecca De Mornay', 'Oliver James']",A girl from a small town heads to the big city of Los Angeles to spend the summer at a performing arts high school.
993,Forces of Nature,"Comedy, Romance            ",Bronwen Hughes,"['Sandra Bullock', 'Ben Affleck', 'Maura Tierney', 'Steve Zahn']",A soon-to-be-married man encounters an exciting stranger after his plane suffers an accident on takeoff.
994,The Immigrant,"Drama, Romance            ",James Gray,"['Marion Cotillard', 'Joaquin Phoenix', 'Jeremy Renner', 'Dagmara Dominczyk']",1921. An innocent immigrant woman is tricked into a life of burlesque and vaudeville until a dazzling magician tries to save her and reunite her with her sister who is being held in the confines of Ellis Island.
995,The Human Stain,"Drama, Romance, Thriller            ",Robert Benton,"['Anthony Hopkins', 'Nicole Kidman', 'Ed Harris', 'Gary Sinise']","When a disgraced former college dean has a romance with a mysterious younger woman haunted by her dark, twisted past, he is forced to confront a shocking fact about his own life that he has kept secret for fifty years."
996,Omohide poro poro,"Animation, Drama, Romance            ",Isao Takahata,"['Miki Imai', 'Toshirô Yanagiba', 'Yoko Honna', 'Mayumi Izuka']",A twenty-seven-year-old office worker travels to the countryside while reminiscing about her childhood in Tokyo.
997,Good Bye Lenin!,"Comedy, Drama, Romance            ",Wolfgang Becker,"['Daniel Brühl', 'Katrin Saß', 'Chulpan Khamatova', 'Florian Lukas']","In 1990, to protect his fragile mother from a fatal shock after a long coma, a young man must keep her from learning that her beloved nation of East Germany as she knew it has disappeared."
998,Jing wu men,"Action, Drama, Romance            ",Wei Lo,"['Bruce Lee', 'Nora Miao', 'James Tien', 'Maria Yi']",A young man seeks vengence for the death of his teacher.
999,Shall We Dance,"Comedy, Drama, Music            ",Peter Chelsom,"['Richard Gere', 'Jennifer Lopez', 'Susan Sarandon', 'Stanley Tucci']","A romantic comedy where a bored, overworked Estate Lawyer, upon first sight of a beautiful instructor, signs up for ballroom dancing lessons."
1000,Where the Heart Is,"Comedy, Drama, Romance            ",Matt Williams,"['Natalie Portman', 'James Frain', 'Ashley Judd', 'Stockard Channing']","A pregnant seventeen-year-old rebuilds her life after being abandoned by her boyfriend at a Walmart in Sequoyah, Oklahoma."
1001,L'amant double,"Drama, Romance, Thriller            ",François Ozon,"['Marine Vacth', 'Jérémie Renier', 'Jacqueline Bisset', 'Myriam Boyer']","Chloé, a fragile young woman, falls in love with her psychoanalyst, Paul. A few months later she moves in with him, but soon discovers that her lover is concealing a part of his identity."
1002,Something New,"Comedy, Drama, Romance            ",Sanaa Hamri,"['Sanaa Lathan', 'Simon Baker', 'Golden Brooks', 'Fuzzy Fantabulous']","Kenya McQueen, an accountant finds love in the most unexpected place when she agrees to go on a blind date with Brian Kelly, a sexy and free-spirited landscaper."
1003,2046,"Drama, Romance, Sci-Fi            ",Kar-Wai Wong,"['Tony Chiu-Wai Leung', 'Ziyi Zhang', 'Faye Wong', 'Li Gong']","Several women enter a science fiction author's life over the course of a few years, after the author has lost the woman he considers his one true love."
1004,Sea of Love,"Crime, Drama, Mystery            ",Harold Becker,"['Al Pacino', 'Ellen Barkin', 'John Goodman', 'Michael Rooker']",A detective investigating a series of murders becomes involved with a woman who may be the culprit.
1005,Raising Helen,"Comedy, Drama, Romance            ",Garry Marshall,"['Kate Hudson', 'John Corbett', 'Joan Cusack', 'Hayden Panettiere']","After her sister and brother-in-law die in a car accident, a young woman becomes the guardian of their three children."
1006,The Prince & Me,"Comedy, Family, Romance            ",Martha Coolidge,"['Julia Stiles', 'Luke Mably', 'Miranda Richardson', 'Ben Miller']","At college Paige meets Eddie, a fellow student from Denmark, whom she first dislikes but later accepts, likes, and loves; he proves to be Crown Prince Edvard. Paige follows him to Copenhagen, and he follows her back to school with a plan."
1007,Colors,"Action, Crime, Drama            ",Dennis Hopper,"['Sean Penn', 'Robert Duvall', 'Maria Conchita Alonso', 'Randy Brooks']",An experienced cop and his rookie partner patrol the streets of East Los Angeles while trying to keep the gang violence under control.
1008,Diana,"Biography, Drama, Romance            ",Oliver Hirschbiegel,"['Naomi Watts', 'Naveen Andrews', 'Cas Anvar', 'Charles Edwards']","During the last two years of her life, Princess Diana embarks on a final rite of passage: a secret love affair with Pakistani heart surgeon Hasnat Khan."
1009,Bin-jip,"Crime, Drama, Romance            ",Ki-duk Kim,"['Seung-Yun Lee', 'Hee Jae', 'Hyuk-ho Kwon', 'Jeong-ho Choi']",A transient young man breaks into empty homes to partake of the vacationing residents' lives for a few days.
1010,Yi yi,"Drama, Romance            ",Edward Yang,"['Nien-Jen Wu', 'Elaine Jin', 'Issei Ogata', 'Kelly Lee']",Each member of a middle class Taipei family seeks to reconcile past and present relationships within their daily lives.
1011,Daddy's Little Girls,"Drama, Romance            ",Tyler Perry,"['Gabrielle Union', 'Idris Elba', 'Tracee Ellis Ross', 'Louis Gossett Jr.']",A mechanic falls in love with his attorney.
1012,Mansfield Park,"Comedy, Drama, Romance            ",Patricia Rozema,"[""Frances O'Connor"", 'Jonny Lee Miller', 'Alessandro Nivola', 'Hannah Taylor Gordon']","At 10, Fanny Price, a poor relation, goes to live at Mansfield Park, the estate of her aunt's husband, Sir Thomas. Clever, studious, and a writer with an ironic imagination and fine moral ...                See full summary »
"
1013,The Sky Is Pink,"Drama, Family, Romance            ",Shonali Bose,"['Priyanka Chopra', 'Farhan Akhtar', 'Zaira Wasim', 'Rohit Saraf']","Based on the love story of a couple spanning 25 years and told through the lens of their spunky teenage daughter Aisha Chaudhary, who was diagnosed with pulmonary fibrosis."
1014,Naissance des pieuvres,"Drama, Romance            ",Céline Sciamma,"['Pauline Acquart', 'Louise Blachère', 'Adèle Haenel', 'Warren Jacquin']","After meeting at a local pool over their summer break, a love triangle forms between three adolescent girls, which proves difficult to sustain as they each desire the love of another."
1015,Gigi,"Comedy, Musical, Romance            ",Vincente Minnelli,"['Charles Walters', 'Leslie Caron', 'Maurice Chevalier', 'Louis Jourdan', 'Hermione Gingold']","Weary of the conventions of Parisian society, a rich playboy and a youthful courtesan-in-training enjoy a platonic friendship, but it may not stay platonic for long."
1016,Hollywoodland,"Biography, Crime, Drama            ",Allen Coulter,"['Adrien Brody', 'Ben Affleck', 'Diane Lane', 'Bob Hoskins']","A detective examines the mysterious death of George Reeves, the star of the television series Adventures of Superman (1952)."
1017,Alex Strangelove,"Comedy, Drama, Romance            ",Craig Johnson,"['Michael Abela', 'Daniel Doheny', 'Brendan Archer', 'Gianna Jean']","Alex, high school class president, nerd and a straight A student, has been dating Claire a long time. They decide to sleep together but then he meets a gay guy and he's confused."
1018,The Great Race,"Action, Adventure, Comedy            ",Blake Edwards,"['Tony Curtis', 'Natalie Wood', 'Jack Lemmon', 'Peter Falk']","In the early 20th century, two rivals, the heroic Leslie and the despicable Professor Fate, engage in an epic automobile race from New York to Paris."
1019,Weekend,"Drama, Romance            ",Andrew Haigh,"['Tom Cullen', 'Chris New', 'Jonathan Race', 'Laura Freeman']","After a drunken house party with his straight mates, Russell heads out to a gay club. Just before closing time he picks up Glen but what's expected to be just a one-night stand becomes something else, something special."
1020,Soul Man,"Comedy, Romance            ",Steve Miner,"['C. Thomas Howell', 'Rae Dawn Chong', 'Arye Gross', 'James Earl Jones']","To achieve his dream of attending Harvard, a pampered teen poses as a young black man to receive a full scholarship."
1021,Run Fatboy Run,"Comedy, Romance, Sport            ",David Schwimmer,"['Simon Pegg', 'Thandie Newton', 'Hank Azaria', 'Dylan Moran']","Five years after jilting his pregnant fiancée on their wedding day, out-of-shape Dennis decides to run a marathon to win her back."
1022,A Woman Under the Influence,"Drama, Romance            ",John Cassavetes,"['Gena Rowlands', 'Peter Falk', 'Fred Draper', 'Lady Rowlands']","Mabel, a wife and mother, is loved by her husband Nick but her mental illness proves to be a problem in the marriage."
1023,The Sapphires,"Biography, Comedy, Drama            ",Wayne Blair,"[""Chris O'Dowd"", 'Deborah Mailman', 'Jessica Mauboy', 'Shari Sebbens']","It's 1968, and four young, talented Australian Aboriginal girls learn about love, friendship and war when their all-girl group The Sapphires entertain the US troops in Vietnam."
1024,Gloria Bell,"Comedy, Drama, Romance            ",Sebastián Lelio,"['Julianne Moore', 'John Turturro', 'Caren Pistorius', 'Michael Cera']",A free-spirited woman in her 50s seeks out love at L.A. dance clubs.
1025,Don Juan DeMarco,"Comedy, Drama, Romance            ",Jeremy Leven,"['Johnny Depp', 'Marlon Brando', 'Faye Dunaway', 'Géraldine Pailhas']","A psychiatrist must cure a young patient that presents himself as Don Juan, the greatest lover in the world."
1026,Do lok tin si,"Comedy, Crime, Drama            ",Kar-Wai Wong,"['Leon Lai', 'Michelle Reis', 'Takeshi Kaneshiro', 'Charlie Yeung']","This Hong Kong-set crime drama follows the lives of a hitman, hoping to get out of the business, and his elusive female partner."
1027,Tequila Sunrise,"Crime, Drama, Romance            ",Robert Towne,"['Mel Gibson', 'Michelle Pfeiffer', 'Kurt Russell', 'Raul Julia']","A former L.A. drug dealer tries to go straight but his past and his underworld connections bring him into the focus of the DEA, the Mexican feds and the Mexican drug cartels."
1028,Our Souls at Night,"Drama, Romance            ",Ritesh Batra,"['Robert Redford', 'Jane Fonda', 'Matthias Schoenaerts', 'Iain Armitage']","Fonda and Redford star as Addie Moore and Louis Waters, a widow and widower who've lived next to each other for years. The pair have almost no relationship, but that all changes when Addie tries to make a connection with her neighbor."
1029,Tumbledown,"Comedy, Music, Romance            ",Sean Mewshaw,"['Rebecca Hall', 'Jason Sudeikis', 'Blythe Danner', 'Joe Manganiello']","A young woman struggles to move on with her life after the death of her husband, an acclaimed folk singer, when a brash New York writer forces her to confront her loss and the ambiguous circumstances of his death."
1030,Where Hands Touch,"Drama, Romance, War            ",Amma Asante,"['Abbie Cornish', 'George MacKay', 'Amandla Stenberg', 'Christopher Eccleston']",A rites of passage story of a bi-racial teen struggling for survival in Nazi Germany.
1031,New Year's Eve,"Comedy, Romance            ",Garry Marshall,"['Sarah Jessica Parker', 'Jessica Biel', 'Ashton Kutcher', 'Michelle Pfeiffer']",The lives of several couples and singles in New York City intertwine over the course of New Year's Eve.
1032,Il postino,"Biography, Comedy, Drama            ",Michael Radford,"['Massimo Troisi', 'Massimo Troisi', 'Philippe Noiret', 'Maria Grazia Cucinotta', 'Renato Scarpa']","A simple Italian postman learns to love poetry while delivering mail to a famous poet, and then uses this to woo local beauty Beatrice."
1033,The Last American Virgin,"Comedy, Drama, Romance            ",Boaz Davidson,"['Lawrence Monoson', 'Diane Franklin', 'Steve Antin', 'Joe Rubbo']","The friendship of a group of young friends struggling with teen sex, drugs, and work is jeopardized by a romantic interest which may turn pals into bitter rivals."
1034,Monster-in-Law,"Comedy, Romance            ",Robert Luketic,"['Jennifer Lopez', 'Michael Vartan', 'Jane Fonda', 'Wanda Sykes']","The love life of Charlotte is reduced to an endless string of disastrous blind dates, until she meets the perfect man, Kevin. Unfortunately, his merciless mother will do anything to destroy their relationship."
1035,The King and I,"Biography, Drama, Musical            ",Walter Lang,"['Yul Brynner', 'Deborah Kerr', 'Rita Moreno', 'Martin Benson']",A widow accepts a job as a live-in governess to the King of Siam's children.
1036,D.E.B.S.,"Action, Comedy, Romance            ",Angela Robinson,"['Sara Foster', 'Jordana Brewster', 'Devon Aoki', 'Jill Ritchie']","Plaid-skirted schoolgirls are groomed by a secret government agency to become the newest members of the elite national-defense group, D.E.B.S."
1037,Acrimony,"Drama, Romance, Thriller            ",Tyler Perry,"['Taraji P. Henson', 'Lyriq Bent', 'Crystle Stewart', 'Jazmyn Simon']","A faithful wife, tired of standing by her devious husband, is enraged when it becomes clear she has been betrayed."
1038,A Midsummer Night's Dream,"Comedy, Fantasy, Romance            ",Michael Hoffman,"['Kevin Kline', 'Michelle Pfeiffer', 'Rupert Everett', 'Stanley Tucci']","Lovers' lives are complicated by city law, feuding faerie royalty, and... love."
1039,Blame It on Rio,"Comedy, Romance            ",Stanley Donen,"['Michael Caine', 'Michelle Johnson', 'Demi Moore', 'Joseph Bologna']",Best friends and their daughters vacation in Rio de Janeiro only for one to fall for the other's daughter.
1040,The Year of Spectacular Men,"Comedy, Drama, Romance            ",Lea Thompson,"['Madelyn Deutch', 'Jesse Bradford', 'Cameron Monaghan', 'Brandon T. Jackson']","Story of Izzy Klein, a young woman fresh out of college as she strikes up and ruins relationships with several men, and struggles to navigate the failures of post-college adulthood, leaning on her mother and older sister for support."
1041,The Hottie & the Nottie,"Comedy, Romance            ",Tom Putnam,"['Paris Hilton', 'Joel David Moore', 'Christine Lakin', 'Johann Urb']",A woman agrees to go on a date with a man only if he finds a suitor for her unattractive best friend.
1042,"Berlin, I Love You","Drama, Romance            ",Dianna Agron,"['Peter Chelsom', 'Claus Clausen', 'Fernando Eimbcke', 'Justin Franklin', 'Dennis Gansel', 'Dani Levy', 'Daniel Lwowski', 'Stephanie Martin', 'Josef Rusnak', 'Til Schweiger', 'Massy Tadjedin', 'Gabriela Tscherniak', 'Keira Knightley', 'Helen Mirren', 'Luke Wilson', 'Jim Sturgess']","Latest installment of the Cities of Love series (Paris, je t'aime / New York, I Love You / Rio, Eu Te Amo), this collective feature film is made of ten stories of romance set in the German capital."
1043,Gegen die Wand,"Drama, Romance            ",Fatih Akin,"['Birol Ünel', 'Sibel Kekilli', 'Güven Kiraç', 'Zarah Jane McKenzie']","With the intention to break free from the strict familial restrictions, a suicidal young woman sets up a marriage of convenience with a forty-year-old addict, an act that will lead to an outburst of envious love."
1044,Trois couleurs: Blanc,"Comedy, Drama, Romance            ",Krzysztof Kieslowski,"['Zbigniew Zamachowski', 'Julie Delpy', 'Janusz Gajos', 'Jerzy Stuhr']","After his wife divorces him, a Polish immigrant plots to get even with her."
1045,The Shootist,"Drama, Romance, Western            ",Don Siegel,"['John Wayne', 'Lauren Bacall', 'Ron Howard', 'James Stewart']",A dying gunfighter spends his last days looking for a way to die with a minimum of pain and a maximum of dignity.
1046,Greenberg,"Comedy, Drama, Romance            ",Noah Baumbach,"['Ben Stiller', 'Greta Gerwig', 'Jennifer Jason Leigh', 'Rhys Ifans']","A man from Los Angeles, who moved to New York years ago, returns to L.A. to figure out his life while he house-sits for his brother. He soon sparks with his brother's assistant."
1047,Ice Castles,"Drama, Romance, Sport            ",Donald Wrye,"['Lynn-Holly Johnson', 'Robby Benson', 'Colleen Dewhurst', 'Tom Skerritt']","A young girl is on top of the world until a tragic accident dashes her hopes and dreams of becoming a world-class figure skater. Only with the help of those who love her can she prove to ...                See full summary »
"
1048,It Could Happen to You,"Comedy, Drama, Romance            ",Andrew Bergman,"['Nicolas Cage', 'Bridget Fonda', 'Rosie Perez', 'Wendell Pierce']",A police officer promises to share his lottery ticket with a waitress in lieu of a tip.
1049,Undine,"Drama, Romance            ",Christian Petzold,"['Paula Beer', 'Franz Rogowski', 'Maryam Zaree', 'Jacob Matschenz']","Undine works as a historian lecturing on Berlin's urban development. But when the man she loves leaves her, the ancient myth catches up with her. Undine has to kill the man who betrays her and return to the water."
1050,Yi dai zong shi,"Action, Biography, Drama            ",Kar-Wai Wong,"['Tony Chiu-Wai Leung', 'Ziyi Zhang', 'Jin Zhang', 'Chen Chang']","The story of martial-arts master Ip Man, the man who trained Bruce Lee."
1051,Wild Orchid,"Drama, Romance            ",Zalman King,"['Mickey Rourke', 'Jacqueline Bisset', 'Carré Otis', 'Assumpta Serna']",A female lawyer becomes mesmerized by a self-made millionaire during an encounter in Rio setting off a series of erotic encounters.
1052,Extract,"Comedy, Crime, Romance            ",Mike Judge,"['Jason Bateman', 'Kristen Wiig', 'Ben Affleck', 'Mila Kunis']","Joel, the owner of an extract plant, tries to contend with myriad personal and professional problems, such as his potentially unfaithful wife and employees who want to take advantage of him."
