,Title,Genre,Director,Actors,Plot
670,"You, Me and Dupree","Comedy, Romance            ",Anthony Russo,"['Joe Russo', 'Kate Hudson', 'Owen Wilson', 'Matt Dillon', 'Michael Douglas']","A best man (Wilson) stays on as a houseguest with the newlyweds, much to the couple's annoyance."
671,Near Dark,"Action, Crime, Drama            ",Kathryn Bigelow,"['Adrian Pasdar', 'Jenny Wright', 'Lance Henriksen', 'Bill Paxton']",A small-town farmer's son reluctantly joins a traveling group of vampires after he is bitten by a beautiful drifter.
672,The Five-Year Engagement,"Comedy, Romance            ",Nicholas Stoller,"['Jason Segel', 'Emily Blunt', 'Chris Pratt', 'Alison Brie']","One year after meeting, Tom proposes to his girlfriend, Violet, but unexpected events keep tripping them up as they look to walk down the aisle together."
673,The Ice Pirates,"Action, Adventure, Comedy            ",Stewart Raffill,"['Robert Urich', 'Mary Crosby', 'Michael D. Roberts', 'Anjelica Huston']","In a distant future scarce of water, space pirates get caught after stealing ice from a spaceship. They are sold to a princess looking for her dad. He might have found a planet abundant with water."
674,Lifeforce,"Action, Horror, Mystery            ",Tobe Hooper,"['Steve Railsback', 'Mathilda May', 'Peter Firth', 'Frank Finlay']","A race of space vampires arrives in London and infects the populace, beginning an apocalyptic descent into chaos."
675,The Loft,"Mystery, Romance, Thriller            ",Erik Van Looy,"['Karl Urban', 'James Marsden', 'Wentworth Miller', 'Eric Stonestreet']","Five married guys secretly share a penthouse loft in the city where they can carry out hidden affairs. But the fantasy becomes a nightmare, when they discover the dead body of a woman in the loft one of the group must be involved."
676,Like Crazy,"Drama, Romance            ",Drake Doremus,"['Felicity Jones', 'Anton Yelchin', 'Jennifer Lawrence', 'Charlie Bewley']","A British college student falls for an American student, only to be separated from him when she's banned from the U.S. after overstaying her visa."
677,Heaven Can Wait,"Comedy, Fantasy, Romance            ",Warren Beatty,"['Buck Henry', 'Warren Beatty', 'James Mason', 'Julie Christie', 'Jack Warden']","A Los Angeles Rams quarterback, accidentally taken away from his body by an overanxious angel before he was meant to die, returns to life in the body of a recently murdered millionaire."
678,Cinderella Man,"Biography, Drama, History            ",Ron Howard,"['Russell Crowe', 'Renée Zellweger', 'Craig Bierko', 'Paul Giamatti']","The story of James J. Braddock, a supposedly washed-up boxer who came back to become a champion and an inspiration in the 1930s."
679,Starman,"Romance, Sci-Fi            ",John Carpenter,"['Jeff Bridges', 'Karen Allen', 'Charles Martin Smith', 'Richard Jaeckel']",An alien takes the form of a young widow's husband and asks her to drive him from Wisconsin to Arizona. The government tries to stop them.
680,Earth Girls Are Easy,"Comedy, Musical, Romance            ",Julien Temple,"['Geena Davis', 'Jeff Goldblum', 'Jim Carrey', 'Damon Wayans']",A Southern California girl befriends three furry aliens after their spaceship lands in her swimming pool.
681,Scrooged,"Comedy, Drama, Fantasy            ",Richard Donner,"['Bill Murray', 'Karen Allen', 'John Forsythe', 'John Glover']","A selfish, cynical television executive is haunted by three spirits bearing lessons on Christmas Eve."
682,Good Luck Chuck,"Comedy, Romance            ",Mark Helfrich,"['Dane Cook', 'Jessica Alba', 'Dan Fogler', 'Connor Price']","In order to keep the woman of his dreams from falling for another guy, Charlie Logan has to break the curse that has made him wildly popular with single women: Sleep with Charlie once, and the next man you meet will be your true love."
683,Jersey Girl,"Comedy, Drama, Romance            ",Kevin Smith,"['Ben Affleck', 'Liv Tyler', 'Raquel Castro', 'Betty Aberlin']",A widower must look after his precocious daughter and rebuild his life and career after he's sidelined by an unexpected tragedy and a personal blowup.
684,The Woman in Red,"Comedy, Romance            ",Gene Wilder,"['Gene Wilder', 'Kelly LeBrock', 'Charles Grodin', 'Joseph Bologna']","On his way to work, Teddy spots Charlotte, an incredibly beautiful Woman in Red. He really wants to meet her, but what would his wife say?"
685,Suite Française,"Drama, Romance, War            ",Saul Dibb,"['Michelle Williams', 'Kristin Scott Thomas', 'Margot Robbie', 'Eric Godon']","During the early years of Nazi occupation of France in World War II, romance blooms between Lucile Angellier (Michelle Williams), a French villager, and Lieutenant Bruno von Falk (Matthias Schoenaerts), a German soldier."
686,Red Joan,"Biography, Drama, History            ",Trevor Nunn,"['Judi Dench', 'Sophie Cookson', 'Stephen Campbell Moore', 'Tom Hughes']","The story of Joan Stanley (Dame Judi Dench), who was exposed as the K.G.B.'s longest-serving British spy."
687,Le violon rouge,"Drama, Music, Mystery            ",François Girard,"['Carlo Cecchi', 'Jean-Luc Bideau', 'Christoph Koncz', 'Jason Flemyng']","A red-colored violin inspires passion, making its way through three centuries over several owners and countries, eventually ending up at an auction where it may find a new owner."
688,Mary Shelley,"Biography, Drama, History            ",Haifaa Al-Mansour,"['Elle Fanning', 'Bel Powley', 'Owen Richards', 'Joanne Froggatt']","Life and facts of Mary Wollstonecraft Godwin, who at 16 met 21 year old poet Percy Shelley, resulting in the writing of Frankenstein."
689,Lucas,"Comedy, Drama, Romance            ",David Seltzer,"['Corey Haim', 'Kerri Green', 'Charlie Sheen', 'Courtney Thorne-Smith']","A socially inept fourteen-year-old experiences heartbreak for the first time when his two best friends - Cappie, an older-brother figure, and Maggie, the new girl with whom he is in love - fall for each other."
690,The Secret of My Success,"Comedy, Romance            ",Herbert Ross,"['Michael J. Fox', 'Helen Slater', 'Richard Jordan', 'Margaret Whitton']","A talented young man can't get an executive position without rising through the ranks, so he comes up with a shortcut, which also benefits his love life."
691,The Switch,"Comedy, Drama, Romance            ",Josh Gordon,"['Will Speck', 'Jennifer Aniston', 'Jason Bateman', 'Patrick Wilson', 'Jeff Goldblum']","Seven years after the fact, a man comes to the realization that he was the sperm donor for his best friend's boy."
692,Lady and the Tramp,"Animation, Adventure, Comedy            ",Clyde Geronimi,"['Wilfred Jackson', 'Hamilton Luske', 'Barbara Luddy', 'Larry Roberts', 'Peggy Lee', 'Bill Thompson']",The romantic tale of a sheltered uptown Cocker Spaniel dog and a streetwise downtown Mutt.
693,Chung Hing sam lam,"Comedy, Crime, Drama            ",Kar-Wai Wong,"['Brigitte Lin', 'Takeshi Kaneshiro', 'Tony Chiu-Wai Leung', 'Faye Wong']","Two melancholy Hong Kong policemen fall in love: one with a mysterious female underworld figure, the other with a beautiful and ethereal server at a late-night restaurant he frequents."
694,Always,"Drama, Fantasy, Romance            ",Steven Spielberg,"['Richard Dreyfuss', 'Holly Hunter', 'Brad Johnson', 'John Goodman']",The spirit of a recently deceased expert pilot mentors a newer pilot while watching him fall in love with the girlfriend that he left behind.
695,Hair,"Comedy, Drama, Musical            ",Milos Forman,"['John Savage', 'Treat Williams', ""Beverly D'Angelo"", 'Annie Golden']","Claude Bukowski leaves the family ranch in Oklahoma for New York where he is rapidly embraced into the hippie group of youngsters led by Berger, yet he's already been drafted. He soon falls in love with Sheila Franklin, a rich girl but still a rebel inside."
696,Ibiza,"Comedy, Romance            ",Alex Richanbach,"['Gwen Elizabeth Duchon', 'Gillian Jacobs', 'Michaela Watkins', 'Phoebe Robinson']",A young American woman and her two best friends seek out a hot DJ in Spain.
697,Winter's Tale,"Drama, Fantasy, Mystery            ",Akiva Goldsman,"['Colin Farrell', 'Jessica Brown Findlay', 'Russell Crowe', 'Jennifer Connelly']","A burglar falls for an heiress as she dies in his arms. When he learns that he has the gift of reincarnation, he sets out to save her."
698,Zookeeper,"Comedy, Family, Fantasy            ",Frank Coraci,"['Kevin James', 'Rosario Dawson', 'Leslie Bibb', 'Ken Jeong']","A group of zoo animals decide to break their code of silence in order to help their lovable zookeeper find love, without opting to leave his current job for something more illustrious."
699,Under the Tuscan Sun,"Comedy, Drama, Romance            ",Audrey Wells,"['Diane Lane', 'Raoul Bova', 'Sandra Oh', 'Lindsay Duncan']",A writer impulsively buys a villa in Tuscany in order to change her life.
700,Chasing Amy,"Comedy, Drama, Romance            ",Kevin Smith,"['Ben Affleck', 'Joey Lauren Adams', 'Ethan Suplee', 'Scott Mosier']","Holden and Banky are comic book artists. Everything's going good for them until they meet Alyssa, also a comic book artist. Holden falls for her, but his hopes are crushed when he finds out she's a lesbian."
701,Supergirl,"Action, Adventure, Fantasy            ",Jeannot Szwarc,"['Helen Slater', 'Faye Dunaway', ""Peter O'Toole"", 'Mia Farrow']","After losing a powerful orb, Kara Zor-El, Superman's cousin, comes to Earth to retrieve it and instead finds herself up against a wicked witch."
702,Somewhere in Time,"Drama, Fantasy, Romance            ",Jeannot Szwarc,"['Christopher Reeve', 'Jane Seymour', 'Christopher Plummer', 'Teresa Wright']",A Chicago playwright uses self-hypnosis to travel back in time and meet the actress whose vintage portrait hangs in a grand hotel.
703,Victoria,"Crime, Drama, Romance            ",Sebastian Schipper,"['Laia Costa', 'Frederick Lau', 'Franz Rogowski', 'Burak Yigit']",A young Spanish woman who has recently moved to Berlin finds her flirtation with a local guy turn potentially deadly as their night out with his friends reveals a dangerous secret.
704,One Crazy Summer,"Comedy, Romance            ",Savage Steve Holland,"['John Cusack', 'Demi Moore', 'Linda Warren', 'Joel Murray']",An aspiring teenage cartoonist and his friends come to the aid of a singer trying to save her family property from developers.
705,3 Men and a Little Lady,"Comedy, Drama, Family            ",Emile Ardolino,"['Tom Selleck', 'Steve Guttenberg', 'Ted Danson', 'Nancy Travis']","Three ex-dads quickly discover how empty life is without their little lady, and go to outrageous lengths in their efforts to win their daughter back in this critically acclaimed and equally charming sequel."
706,Ghost Town,"Comedy, Drama, Fantasy            ",David Koepp,"['Ricky Gervais', 'Greg Kinnear', 'Téa Leoni', 'Jordan Carlos']","Bertram Pincus is a man whose people skills leave much to be desired. When Pincus dies unexpectedly, but is miraculously revived after seven minutes, he wakes up to discover that he now has the annoying ability to see ghosts."
707,Nick and Norah's Infinite Playlist,"Comedy, Drama, Music            ",Peter Sollett,"['Michael Cera', 'Kat Dennings', 'Aaron Yoo', 'Rafi Gavron']","High school student Nick O'Leary, member of the Queercore band The Jerk Offs, meets college-bound Norah Silverberg when she asks him to be her boyfriend for five minutes."
708,6 Years,"Drama, Romance            ",Hannah Fidell,"['Taissa Farmiga', 'Ben Rosenfield', 'Lindsay Burdge', 'Joshua Leonard']","A young couple, bound by a seemingly ideal love, begin to unravel as unexpected opportunities spin them down a volatile and violent path and threaten the future they had always imagined."
709,The To Do List,"Comedy, Romance            ",Maggie Carey,"['Aubrey Plaza', 'Johnny Simmons', 'Bill Hader', 'Alia Shawkat']","Feeling pressured to become more sexually experienced before she goes to college, Brandy Klark makes a list of things to accomplish before hitting campus in the fall."
710,Laggies,"Comedy, Drama, Romance            ",Lynn Shelton,"['Keira Knightley', 'Chloë Grace Moretz', 'Sam Rockwell', 'Mark Webber']","In the throes of a quarter-life crisis, Megan panics when her boyfriend proposes, then, taking an opportunity to escape for a week, hides out in the home of her new friend, 16-year-old Annika, who lives with her world-weary single dad."
711,Charlie St. Cloud,"Drama, Fantasy, Romance            ",Burr Steers,"['Zac Efron', 'Kim Basinger', 'Charlie Tahan', 'Amanda Crew']","Charlie's brother, Sam, dies in a car crash that Charlie survives. Charlie is given the gift of seeing his dead brother and others who he has lost such as his friend who died in the military, but when the girl he falls in love with's life is at risk, he must choose between his girlfriend and his brother."
712,On the Road,"Adventure, Drama, Romance            ",Walter Salles,"['Sam Riley', 'Garrett Hedlund', 'Kristen Stewart', 'Amy Adams']","Young writer Sal Paradise has his life shaken by the arrival of free-spirited Dean Moriarty and his girl, Marylou. As they travel across the country, they encounter a mix of people who each impact their journey indelibly."
713,Step Up All In,"Drama, Music, Romance            ",Trish Sie,"['Ryan Guzman', 'Briana Evigan', 'Adam Sevani', 'Misha Gabriel Hamilton']","All-stars from the previous Step Up installments come together in glittering Las Vegas, battling for a victory that could define their dreams and their careers."
714,Jefferson in Paris,"Biography, Drama, History            ",James Ivory,"['Nick Nolte', 'Greta Scacchi', 'Gwyneth Paltrow', 'Estelle Eonnet']","One of the obsessive speculations in American history is whether Thomas Jefferson, in the years before he became president, had an affair with (and fathered a child with) his 15-year-old ...                See full summary »
"
715,Funny Girl,"Biography, Comedy, Drama            ",William Wyler,"['Barbra Streisand', 'Omar Sharif', 'Kay Medford', 'Anne Francis']","The life of Fanny Brice, famed comedienne and entertainer of the early 1900s. We see her rise to fame as a Ziegfeld girl, subsequent career, and her personal life, particularly her relationship with Nick Arnstein."
716,The Discovery,"Drama, Romance, Sci-Fi            ",Charlie McDowell,"['Robert Redford', 'Mary Steenburgen', 'Brian McCarthy', 'Jason Segel']","Two years after the afterlife is scientifically proven, a man attempts to help a young woman break away from her dark past."
717,Xanadu,"Fantasy, Musical, Romance            ",Robert Greenwald,"['Olivia Newton-John', 'Gene Kelly', 'Michael Beck', 'James Sloyan']",A struggling artist living in Los Angeles meets a girl who may hold the key to his happiness.
718,The Jungle Book,"Adventure, Family, Romance            ",Stephen Sommers,"['Jason Scott Lee', 'Cary Elwes', 'Lena Headey', 'Sam Neill']","Rudyard Kipling's classic tale of Mowgli, the orphaned jungle boy raised by wild animals, and how he becomes king of the jungle."
719,Earthquake Bird,"Crime, Drama, Mystery            ",Wash Westmoreland,"['Alicia Vikander', 'Kiki Sukezane', 'Kenichi Masuda', 'Chiaki Kawamo']","An enigmatic translator with a dark past is brought in for questioning after an ex-pat friend, who came between her and her photographer boyfriend, ends up missing and presumed dead."
720,The Invention of Lying,"Comedy, Fantasy, Romance            ",Ricky Gervais,"['Matthew Robinson', 'Ricky Gervais', 'Jennifer Garner', 'Jonah Hill', 'Louis C.K.']","A comedy set in a world where no one has ever lied, until a writer seizes the opportunity for personal gain."
721,The Pink Panther,"Comedy, Crime, Romance            ",Blake Edwards,"['David Niven', 'Peter Sellers', 'Robert Wagner', 'Capucine']","The bumbling Inspector Clouseau travels to Rome to catch a notorious jewel thief known as ""The Phantom"" before he conducts his most daring heist yet: a princess' priceless diamond with one slight imperfection, known as ""The Pink Panther""."
722,Valley of the Dolls,"Drama, Music, Romance            ",Mark Robson,"['Barbara Parkins', 'Patty Duke', 'Paul Burke', 'Sharon Tate']",Film version of Jacqueline Susann's best-selling novel chronicling the rise and fall of three young women in show business.
723,Duck Butter,"Comedy, Drama, Romance            ",Miguel Arteta,"['Alia Shawkat', 'Laia Costa', 'Mae Whitman', 'Hong Chau']","Two women, who are dissatisfied with the dishonesty they see in dating and relationships, decide to make a pact to spend 24 hours together hoping to find a new way to create intimacy."
724,Bridget Jones's Baby,"Comedy, Drama, Romance            ",Sharon Maguire,"['Renée Zellweger', 'Gemma Jones', 'Jim Broadbent', 'Sally Phillips']","Bridget's focus on single life and her career is interrupted when she finds herself pregnant, but with one hitch ... she can only be fifty percent sure of the identity of her baby's father."
725,From Prada to Nada,"Comedy, Drama, Romance            ",Angel Gracia,"['Camilla Belle', 'Alexa PenaVega', 'Kuno Becker', 'Tina French']","A Latina spin on Jane Austen's ""Sense and Sensibility,"" where two spoiled sisters who have been left penniless after their father's sudden death are forced to move in with their estranged aunt in East Los Angeles."
726,Endless Love,"Drama, Romance            ",Shana Feste,"['Gabriella Wilde', 'Alex Pettyfer', 'Bruce Greenwood', 'Robert Patrick']",The story of a privileged girl and a charismatic boy whose instant desire sparks a love affair made only more reckless by parents trying to keep them apart.
727,Sliding Doors,"Comedy, Drama, Fantasy            ",Peter Howitt,"['Gwyneth Paltrow', 'John Hannah', 'John Lynch', 'Jeanne Tripplehorn']","A London woman's love life and career both hinge, unknown to her, on whether or not she catches a train. We see it both ways, in parallel."
728,Random Hearts,"Drama, Mystery, Romance            ",Sydney Pollack,"['Harrison Ford', 'Kristin Scott Thomas', 'Charles S. Dutton', 'Bonnie Hunt']","Police Sergeant Dutch Van Den Broek (Harrison Ford) and U.S. Representative Kay Chandler (Dame Kristin Scott Thomas) lose their spouses in a plane crash, and they soon discover that their spouses were having an affair with each other."
729,Serena,"Drama, History, Romance            ",Susanne Bier,"['Bradley Cooper', 'Jennifer Lawrence', 'Rhys Ifans', 'Toby Jones']","In Depression-era North Carolina, the future of George Pemberton's timber empire becomes complicated when he marries Serena."
730,The Hot Spot,"Crime, Drama, Romance            ",Dennis Hopper,"['Don Johnson', 'Virginia Madsen', 'Jennifer Connelly', 'Charles Martin Smith']","Upon arriving to a small town, a drifter quickly gets into trouble with the local authorities - and the local women - after he robs a bank."
731,Great Expectations,"Drama, Romance            ",Alfonso Cuarón,"['Ethan Hawke', 'Gwyneth Paltrow', 'Hank Azaria', 'Chris Cooper']",Modernization of Charles Dickens classic story finds the hapless Finn as a painter in New York City pursuing his unrequited and haughty childhood love.
732,Color of Night,"Mystery, Romance, Thriller            ",Richard Rush,"['Bruce Willis', 'Jane March', 'Rubén Blades', 'Lesley Ann Warren']","A color-blind psychiatrist Bill Capa is stalked by an unknown killer after taking over his murdered friend's therapy group, all of whom have a connection to a mysterious young woman that Capa begins having intense sexual encounters with."
733,Lars and the Real Girl,"Comedy, Drama, Romance            ",Craig Gillespie,"['Ryan Gosling', 'Emily Mortimer', 'Paul Schneider', 'R.D. Reid']",A delusional young man strikes up an unconventional relationship with a doll he finds on the Internet.
734,The Jewel of the Nile,"Action, Adventure, Comedy            ",Lewis Teague,"['Michael Douglas', 'Kathleen Turner', 'Danny DeVito', 'Spyros Fokas']","When Joan Wilder is abducted while on a trip along the Nile, her boyfriend, Jack Colton, and pal Ralph rush to rescue her and retrieve a fabled jewel."
735,Heartbreakers,"Comedy, Crime, Romance            ",David Mirkin,"['Sigourney Weaver', 'Jennifer Love Hewitt', 'Gene Hackman', 'Ray Liotta']",A mother and daughter con team seduce and scam wealthy men.
736,"Honey, I Blew Up the Kid","Adventure, Comedy, Family            ",Randal Kleiser,"['Rick Moranis', 'Marcia Strassman', 'Robert Oliveri', 'Daniel Shalikar']","The Szalinski family is back, this time hilarious disaster strikes when an experiment causes their new toddler son to grow many stories tall."
737,40 Days and 40 Nights,"Comedy, Romance            ",Michael Lehmann,"['Josh Hartnett', 'Shannyn Sossamon', 'Paulo Costanzo', 'Adam Trese']","After a brutal break-up, a young man vows to stay celibate during the forty days of Lent, but finds the girl of his dreams and is unable to do anything about it."
738,The Remains of the Day,"Drama, Romance            ",James Ivory,"['Anthony Hopkins', 'Emma Thompson', 'John Haycraft', 'Christopher Reeve']",A butler who sacrificed body and soul to service in the years leading up to World War II realizes too late how misguided his loyalty was to his lordly employer.
739,Blue Crush,"Drama, Romance, Sport            ",John Stockwell,"['Kate Bosworth', 'Michelle Rodriguez', 'Matthew Davis', 'Sanoe Lake']","As a hard-core surfer girl prepares for a big competition, she finds herself falling for a football player."
740,Boomerang,"Comedy, Drama, Romance            ",Reginald Hudlin,"['Eddie Murphy', 'Robin Givens', 'Halle Berry', 'David Alan Grier']",A successful executive and womanizer finds his lifestyle choices have turned back on him when his new female boss turns out to be an even bigger deviant than he is.
741,Sabrina,"Comedy, Drama, Romance            ",Billy Wilder,"['Humphrey Bogart', 'Audrey Hepburn', 'William Holden', 'Walter Hampden']","A playboy becomes interested in the daughter of his family's chauffeur, but it's his more serious brother who would be the better man for her."
742,The Book of Life,"Animation, Adventure, Comedy            ",Jorge R. Gutiérrez,"['Diego Luna', 'Zoe Saldana', 'Channing Tatum', 'Ron Perlman']","Manolo, a young man who is torn between fulfilling the expectations of his family and following his heart, embarks on an adventure that spans three fantastic worlds where he must face his greatest fears."
743,Last Holiday,"Comedy, Romance            ",Wayne Wang,"['Queen Latifah', 'LL Cool J', 'Timothy Hutton', 'Giancarlo Esposito']","Upon learning of a terminal illness, a shy woman decides to sell off all her possessions and live it up at a posh Central-European hotel."
744,Big Eyes,"Biography, Crime, Drama            ",Tim Burton,"['Amy Adams', 'Christoph Waltz', 'Danny Huston', 'Krysten Ritter']","A drama about the awakening of painter Margaret Keane, her phenomenal success in the 1950s, and the subsequent legal difficulties she had with her husband, who claimed credit for her works in the 1960s."
745,Drive Me Crazy,"Comedy, Drama, Romance            ",John Schultz,"['Melissa Joan Hart', 'Adrian Grenier', 'Stephen Collins', 'Mark Metcalf']","Nicole and Chase used to be BFFs, then junior high happened. The high school centennial dance is coming but Nicole gets dumped. So does Chase. They stage a relationship to get at their exes. They visit each other's worlds. Love in the air?"
746,Dave,"Comedy, Romance            ",Ivan Reitman,"['Kevin Kline', 'Sigourney Weaver', 'Frank Langella', 'Kevin Dunn']","To avoid a potentially explosive scandal when the U.S. President goes into a coma, an affable temp agency owner with an uncanny resemblance is put in his place."
747,My Cousin Rachel,"Drama, Mystery, Romance            ",Roger Michell,"['Rachel Weisz', 'Sam Claflin', 'Holliday Grainger', 'Iain Glen']","A young Englishman plots revenge against his late cousin's mysterious, beautiful wife, believing her responsible for his death. But his feelings become complicated as he finds himself falling under the beguiling spell of her charms."
748,A Dangerous Method,"Biography, Drama, Romance            ",David Cronenberg,"['Michael Fassbender', 'Keira Knightley', 'Viggo Mortensen', 'Vincent Cassel']",A look at how the intense relationship between Carl Jung and Sigmund Freud gives birth to psychoanalysis.
749,Grosse Pointe Blank,"Action, Comedy, Crime            ",George Armitage,"['John Cusack', 'Minnie Driver', 'Dan Aykroyd', 'Joan Cusack']","Martin Blank is a professional assassin. He is sent on a mission to a small Detroit suburb, Grosse Pointe, and, by coincidence, his ten-year high school reunion party is taking place there at the same time."
750,Waitress,"Comedy, Drama, Romance            ",Adrienne Shelly,"['Keri Russell', 'Nathan Fillion', 'Jeremy Sisto', 'Cheryl Hines']","Jenna is a pregnant, unhappily married waitress in the deep south. She meets a newcomer to her town and falls into an unlikely relationship as a last attempt at happiness."
751,The Last Song,"Drama, Music, Romance            ",Julie Anne Robinson,"['Miley Cyrus', 'Liam Hemsworth', 'Greg Kinnear', 'Bobby Coleman']","A rebellious girl is sent to a Southern beach town for the summer to stay with her father. Through their mutual love of music, the estranged duo learn to reconnect."
752,Stuck in Love.,"Comedy, Drama, Romance            ",Josh Boone,"['Greg Kinnear', 'Jennifer Connelly', 'Lily Collins', 'Nat Wolff']","An acclaimed writer, his ex-wife, and their teenaged children come to terms with the complexities of love in all its forms over the course of one tumultuous year."
753,The Duchess,"Biography, Drama, History            ",Saul Dibb,"['Keira Knightley', 'Ralph Fiennes', 'Dominic Cooper', 'Charlotte Rampling']","A chronicle of the life of 18th-century aristocrat Georgiana, Duchess of Devonshire, who was reviled for her extravagant political and personal life."
754,Trois couleurs: Bleu,"Drama, Music, Mystery            ",Krzysztof Kieslowski,"['Juliette Binoche', 'Zbigniew Zamachowski', 'Julie Delpy', 'Benoît Régent']",A woman struggles to find a way to live her life after the death of her husband and child.
755,Class,"Comedy, Drama, Romance            ",Lewis John Carlino,"['Jacqueline Bisset', 'Rob Lowe', 'Andrew McCarthy', 'Cliff Robertson']","A young man in private school spends one crazy night out, but soon realizes the woman he hooked up with is not who he expected."
756,Biutiful,"Drama, Romance            ",Alejandro G. Iñárritu,"['Javier Bardem', 'Maricel Álvarez', 'Hanaa Bouchaib', 'Guillermo Estrella']","This is the story of Uxbal, a man living in this world, but able to see his death, which guides his every move."
757,Hairspray,"Comedy, Drama, Family            ",John Waters,"['Sonny Bono', 'Ruth Brown', 'Divine', 'Debbie Harry']",A 'pleasantly plump' teenager teaches 1962 Baltimore a thing or two about integration after landing a spot on a local TV dance show.
758,A Star Is Born,"Drama, Music, Romance            ",Frank Pierson,"['Barbra Streisand', 'Kris Kristofferson', 'Gary Busey', 'Oliver Clark']","A has-been rock star falls in love with a young, up-and-coming songstress."
759,Amour,"Drama, Romance            ",Michael Haneke,"['Jean-Louis Trintignant', 'Emmanuelle Riva', 'Isabelle Huppert', 'Alexandre Tharaud']","Georges and Anne are an octogenarian couple. They are cultivated, retired music teachers. Their daughter, also a musician, lives in Britain with her family. One day, Anne has a stroke, and the couple's bond of love is severely tested."
760,Agora,"Adventure, Biography, Drama            ",Alejandro Amenábar,"['Rachel Weisz', 'Max Minghella', 'Oscar Isaac', 'Ashraf Barhom']","A historical drama set in Roman Egypt, concerning a slave who turns to the rising tide of Christianity in the hope of pursuing freedom while falling in love with his mistress, the philosophy and mathematics professor Hypatia of Alexandria."
761,The Constant Gardener,"Drama, Mystery, Romance            ",Fernando Meirelles,"['Ralph Fiennes', 'Rachel Weisz', 'Danny Huston', 'Hubert Koundé']","A widower is determined to get to the bottom of a potentially explosive secret involving his wife's murder, big business, and corporate corruption."
762,Maid in Manhattan,"Comedy, Drama, Romance            ",Wayne Wang,"['Jennifer Lopez', 'Ralph Fiennes', 'Natasha Richardson', 'Stanley Tucci']","A Senatorial candidate falls for a hotel maid, thinking she is a socialite, when he sees her trying on a wealthy woman's dress."
763,Destination Wedding,"Comedy, Drama, Romance            ",Victor Levin,"['Winona Ryder', 'Keanu Reeves', 'DJ Dallenbach', 'Ted Dubost']","The story of two miserable and unpleasant wedding guests, Lindsay and Frank, who develop a mutual affection despite themselves."
764,Reality Bites,"Comedy, Drama, Romance            ",Ben Stiller,"['Winona Ryder', 'Ethan Hawke', 'Janeane Garofalo', 'Steve Zahn']","A documentary filmmaker and her fellow Generation X graduates face life after college, looking for work and love in Houston."
765,Private School,"Comedy, Romance            ",Noel Black,"['Phoebe Cates', 'Betsy Russell', 'Matthew Modine', 'Michael Zorek']",Chris from a girls' boarding school loves Jim from a nearby boys' boarding school. Jordan also wants Jim and plays dirty. Jim and 2 friends visit the girls' school posing as girls.
766,Summer of Sam,"Crime, Drama, Romance            ",Spike Lee,"['John Leguizamo', 'Adrien Brody', 'Mira Sorvino', 'Jennifer Esposito']","Spike Lee's take on the ""Son of Sam"" murders in New York City during the summer of 1977 centering on the residents of an Italian-American Northeast Bronx neighborhood who live in fear and distrust of one another."
767,We Are Your Friends,"Drama, Music, Romance            ",Max Joseph,"['Zac Efron', 'Wes Bentley', 'Emily Ratajkowski', 'Jonny Weston']","Caught between a forbidden romance and the expectations of his friends, aspiring DJ Cole Carter attempts to find the path in life that leads to fame and fortune."
768,Original Sin,"Drama, Mystery, Romance            ",Michael Cristofer,"['Antonio Banderas', 'Angelina Jolie', 'Thomas Jane', 'Jack Thompson']","A woman, along with her lover, plans to con a rich man by marrying him, earning his trust, and then running away with all his money. Everything goes as planned until she falls in love with him."
769,Hannah Montana: The Movie,"Comedy, Drama, Family            ",Peter Chelsom,"['Miley Cyrus', 'Emily Osment', 'Billy Ray Cyrus', 'Jason Earles']","As Hannah Montana's popularity begins to take over her life, Miley Stewart, on the urging from her father takes a trip to her hometown of Crowley Corners, Tennessee to get some perspective on what matters in life the most."
770,Bedtime Stories,"Comedy, Family, Fantasy            ",Adam Shankman,"['Adam Sandler', 'Keri Russell', 'Courteney Cox', 'Guy Pearce']",A hotel handyman's life changes when the lavish bedtime stories he tells his niece and nephew start to magically come true.
771,Bad Therapy,"Comedy, Drama, Romance            ",William Teitler,"['Rob Corddry', 'Anna Pniowsky', 'Alicia Silverstone', 'Aisha Tyler']","A couple seeks out Judy Small, a marriage counselor; but the counselor is more than what meets the eye."
772,The Wizard,"Adventure, Comedy, Drama            ",Todd Holland,"['Fred Savage', 'Luke Edwards', 'Jenny Lewis', 'Vince Trankina']",A boy and his brother run away from home and hitch cross country with the help of a girl they meet to compete in the ultimate video game championship.
773,The Words,"Drama, Mystery, Romance            ",Brian Klugman,"['Lee Sternthal', 'Bradley Cooper', 'Dennis Quaid', 'Olivia Wilde', 'Zoe Saldana']",A writer at the peak of his literary success discovers the steep price he must pay for stealing another man's work.
774,The Diary of a Teenage Girl,"Comedy, Drama, Romance            ",Marielle Heller,"['Bel Powley', 'Alexander Skarsgård', 'Kristen Wiig', 'Christopher Meloni']",A teen artist living in 1970s San Francisco enters into an affair with her mother's boyfriend.
775,Kate & Leopold,"Comedy, Fantasy, Romance            ",James Mangold,"['Meg Ryan', 'Hugh Jackman', 'Liev Schreiber', 'Breckin Meyer']",An English Duke from 1876 is inadvertedly dragged to modern day New York where he falls for a plucky advertising executive.
