,Title,Genre,Director,Actors,Plot
156,The Interview,"Action, Adventure, Comedy            ",Evan Goldberg,"['Seth Rogen', 'James Franco', 'Seth Rogen', 'Randall Park', 'Lizzy Caplan']","Dave Skylark and his producer Aaron Rapaport run the celebrity tabloid show ""Skylark Tonight"". When they land an interview with a surprise fan, North Korean dictator Kim Jong-un, they are recruited by the CIA to assassinate him."
157,Bridesmaids,"Comedy, Romance            ",Paul Feig,"['Kristen Wiig', 'Maya Rudolph', 'Rose Byrne', 'Terry Crews']","Competition between the maid of honor and a bridesmaid, over who is the bride's best friend, threatens to upend the life of an out-of-work pastry chef."
158,The Hustle,"Comedy, Crime            ",Chris Addison,"['Anne Hathaway', 'Rebel Wilson', 'Alex Sharp', 'Tim Blake Nelson']",Two con women - one low rent and the other high class - team up to take down the men who have wronged them.
159,Dora and the Lost City of Gold,"Adventure, Comedy, Family            ",James Bobin,"['Isabela Merced', 'Eugenio Derbez', 'Michael Peña', 'Eva Longoria']","Dora, a teenage explorer, leads her friends on an adventure to save her parents and solve the mystery behind a lost city of gold."
160,Burn After Reading,"Comedy, Crime, Drama            ",Ethan Coen,"['Joel Coen', 'Brad Pitt', 'Frances McDormand', 'George Clooney', 'John Malkovich']",A disk containing mysterious information from a CIA agent ends up in the hands of two unscrupulous and daft gym employees who attempt to sell it.
161,Hercules,"Animation, Adventure, Comedy            ",Ron Clements,"['John Musker', 'Tate Donovan', 'Susan Egan', 'James Woods', 'Josh Keaton']",The son of Zeus and Hera is stripped of his immortality as an infant and must become a true hero in order to reclaim it.
162,The Addams Family,"Animation, Comedy, Family            ",Greg Tiernan,"['Conrad Vernon', 'Oscar Isaac', 'Charlize Theron', 'Chloë Grace Moretz', 'Finn Wolfhard']",The eccentrically macabre family moves to a bland suburb where Wednesday Addams' friendship with the daughter of a hostile and conformist local reality show host exacerbates conflict between the families.
163,Horrible Bosses,"Comedy, Crime            ",Seth Gordon,"['Jason Bateman', 'Charlie Day', 'Jason Sudeikis', 'Steve Wiebe']",Three friends conspire to murder their awful bosses when they realize they are standing in the way of their happiness.
164,The Man from U.N.C.L.E.,"Action, Adventure, Comedy            ",Guy Ritchie,"['Henry Cavill', 'Armie Hammer', 'Alicia Vikander', 'Elizabeth Debicki']","In the early 1960s, CIA agent Napoleon Solo and KGB operative Illya Kuryakin participate in a joint mission against a mysterious criminal organization, which is working to proliferate nuclear weapons."
165,Incredibles 2,"Animation, Action, Adventure            ",Brad Bird,"['Craig T. Nelson', 'Holly Hunter', 'Sarah Vowell', 'Huck Milner']","The Incredibles hero family takes on a new mission, which involves a change in family roles: Bob Parr (Mr Incredible) must manage the house while his wife Helen (Elastigirl) goes out to save the world."
166,Notting Hill,"Comedy, Drama, Romance            ",Roger Michell,"['Hugh Grant', 'Julia Roberts', 'Richard McCabe', 'Rhys Ifans']",The life of a simple bookshop owner changes when he meets the most famous film star in the world.
167,Tangled,"Animation, Adventure, Comedy            ",Nathan Greno,"['Byron Howard', 'Mandy Moore', 'Zachary Levi', 'Donna Murphy', 'Ron Perlman']","The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is."
168,The Intouchables,"Biography, Comedy, Drama            ",Olivier Nakache,"['Éric Toledano', 'François Cluzet', 'Omar Sy', 'Anne Le Ny', 'Audrey Fleurot']","After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver."
169,The Blues Brothers,"Adventure, Comedy, Crime            ",John Landis,"['John Belushi', 'Dan Aykroyd', 'Cab Calloway', 'John Candy']","Jake Blues, just released from prison, puts together his old band to save the Catholic home where he and his brother Elwood were raised."
170,Tropic Thunder,"Action, Comedy, War            ",Ben Stiller,"['Ben Stiller', 'Jack Black', 'Robert Downey Jr.', 'Jeff Kahn']","Through a series of freak occurrences, a group of actors shooting a big-budget war movie are forced to become the soldiers they are portraying."
171,Sing,"Animation, Comedy, Family            ",Garth Jennings,"['Matthew McConaughey', 'Reese Witherspoon', 'Seth MacFarlane', 'Scarlett Johansson']","In a city of humanoid animals, a hustling theater impresario's attempt to save his theater with a singing competition becomes grander than he anticipates even as its finalists find that their lives will never be the same."
172,Major League,"Comedy, Sport            ",David S. Ward,"['Tom Berenger', 'Charlie Sheen', 'Corbin Bernsen', 'Margaret Whitton']","The new owner of the Cleveland Indians puts together a purposely horrible team so they'll lose and she can move the team. But when the plot is uncovered, they start winning just to spite her."
173,Silver Linings Playbook,"Comedy, Drama, Romance            ",David O. Russell,"['Bradley Cooper', 'Jennifer Lawrence', 'Robert De Niro', 'Jacki Weaver']","After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own."
174,Mary Poppins,"Comedy, Family, Fantasy            ",Robert Stevenson,"['Julie Andrews', 'Dick Van Dyke', 'David Tomlinson', 'Glynis Johns']","In turn of the century London, a magical nanny employs music and adventure to help two neglected children become closer to their father."
175,Old School,Comedy            ,Todd Phillips,"['Luke Wilson', 'Vince Vaughn', 'Will Ferrell', 'Jeremy Piven']",Three friends attempt to recapture their glory days by opening up a fraternity near their alma mater.
176,Military Wives,"Comedy, Drama, Musical            ",Peter Cattaneo,"['Kristin Scott Thomas', 'Sharon Horgan', 'Emma Lowndes', 'Gaby French']","With their partners away serving in Afghanistan, a group of women on the home front form a choir and quickly find themselves at the center of a media sensation and global movement."
177,Zombieland,"Adventure, Comedy, Fantasy            ",Ruben Fleischer,"['Jesse Eisenberg', 'Emma Stone', 'Woody Harrelson', 'Abigail Breslin']","A shy student trying to reach his family in Ohio, a gun-toting tough guy trying to find the last Twinkie, and a pair of sisters trying to get to an amusement park join forces to travel across a zombie-filled America."
178,Do the Right Thing,"Comedy, Drama            ",Spike Lee,"['Danny Aiello', 'Ossie Davis', 'Ruby Dee', 'Richard Edson']","On the hottest day of the year on a street in the Bedford-Stuyvesant section of Brooklyn, everyone's hate and bigotry smolders and builds until it explodes into violence."
179,"I, Tonya","Biography, Comedy, Drama            ",Craig Gillespie,"['Margot Robbie', 'Sebastian Stan', 'Allison Janney', 'Julianne Nicholson']","Competitive ice skater Tonya Harding rises amongst the ranks at the U.S. Figure Skating Championships, but her future in the activity is thrown into doubt when her ex-husband intervenes."
180,Holes,"Adventure, Comedy, Drama            ",Andrew Davis,"['Shia LaBeouf', 'Sigourney Weaver', 'Jon Voight', 'Tim Blake Nelson']",A wrongfully convicted boy is sent to a brutal desert detention camp where he joins the job of digging holes for some mysterious reason.
181,Ice Age: Collision Course,"Animation, Adventure, Comedy            ",Mike Thurmeier,"['Galen T. Chu', 'Ray Romano', 'Denis Leary', 'John Leguizamo', 'Chris Wedge']","When Scrat's acorn sends an asteroid to Earth, the Herd must find a way to stop the asteroid from hitting Earth with the help of a returning friend."
182,Vice,"Biography, Comedy, Drama            ",Adam McKay,"['Christian Bale', 'Amy Adams', 'Steve Carell', 'Sam Rockwell']","The story of Dick Cheney, an unassuming bureaucratic Washington insider, who quietly wielded immense power as Vice President to George W. Bush, reshaping the country and the globe in ways that we still feel today."
183,Focus,"Comedy, Crime, Drama            ",Glenn Ficarra,"['John Requa', 'Will Smith', 'Margot Robbie', 'Rodrigo Santoro', 'Adrian Martinez']","In the midst of veteran con man Nicky's latest scheme, a woman from his past - now an accomplished femme fatale - shows up and throws his plans for a loop."
184,21 Jump Street,"Action, Comedy, Crime            ",Phil Lord,"['Christopher Miller', 'Jonah Hill', 'Channing Tatum', 'Ice Cube', 'Brie Larson']",A pair of underachieving cops are sent back to a local high school to blend in and bring down a synthetic drug ring.
185,Mid90s,"Comedy, Drama            ",Jonah Hill,"['Sunny Suljic', 'Katherine Waterston', 'Lucas Hedges', 'Na-kel Smith']","Follows Stevie, a thirteen-year-old in 1990s-era Los Angeles who spends his summer navigating between his troubled home life and a group of new friends that he meets at a Motor Avenue skate shop."
186,A Series of Unfortunate Events,"Adventure, Comedy, Family            ",Brad Silberling,"['Jim Carrey', 'Jude Law', 'Meryl Streep', 'Liam Aiken']","When a massive fire kills their parents, three children are delivered to the custody of cousin and stage actor Count Olaf, who is secretly plotting to steal their parents' vast fortune."
187,A Rainy Day in New York,"Comedy, Romance            ",Woody Allen,"['Timothée Chalamet', 'Elle Fanning', 'Liev Schreiber', 'Suzanne Smith']",A young couple arrives in New York for a weekend where they are met with bad weather and a series of adventures.
188,The Terminal,"Comedy, Drama, Romance            ",Steven Spielberg,"['Tom Hanks', 'Catherine Zeta-Jones', 'Chi McBride', 'Stanley Tucci']","An Eastern European tourist unexpectedly finds himself stranded in JFK airport, and must take up temporary residence there."
189,Captain Fantastic,"Comedy, Drama            ",Matt Ross,"['Viggo Mortensen', 'George MacKay', 'Samantha Isler', 'Annalise Basso']","In the forests of the Pacific Northwest, a father devoted to raising his six kids with a rigorous physical and intellectual education is forced to leave his paradise and enter the world, challenging his idea of what it means to be a parent."
190,Monty Python and the Holy Grail,"Adventure, Comedy, Fantasy            ",Terry Gilliam,"['Terry Jones', 'Graham Chapman', 'John Cleese', 'Eric Idle', 'Terry Gilliam']","King Arthur (Graham Chapman) and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles."
191,Jennifer's Body,"Comedy, Horror            ",Karyn Kusama,"['Megan Fox', 'Amanda Seyfried', 'Adam Brody', 'Johnny Simmons']",A newly possessed high school cheerleader turns into a succubus who specializes in killing her male classmates. Can her best friend put an end to the horror?
192,Coming to America,"Comedy, Romance            ",John Landis,"['Eddie Murphy', 'Paul Bates', 'Garcelle Beauvais', 'Feather']","An extremely pampered African Prince travels to Queens, New York, and goes undercover to find a wife that he can respect for her intelligence and will."
193,Robin Hood: Men in Tights,"Adventure, Comedy, Musical            ",Mel Brooks,"['Cary Elwes', 'Richard Lewis', 'Roger Rees', 'Amy Yasbeck']","A spoof of Robin Hood in general, and Robin Hood: Prince of Thieves (1991) in particular."
194,Ghostbusters,"Action, Comedy, Fantasy            ",Paul Feig,"['Melissa McCarthy', 'Kristen Wiig', 'Kate McKinnon', 'Leslie Jones']","Following a ghost invasion of Manhattan, paranormal enthusiasts Erin Gilbert and Abby Yates, nuclear engineer Jillian Holtzmann, and subway worker Patty Tolan band together to stop the otherworldly threat."
195,The Lobster,"Comedy, Drama, Romance            ",Yorgos Lanthimos,"['Colin Farrell', 'Rachel Weisz', 'Jessica Barden', 'Olivia Colman']","In a dystopian near future, single people, according to the laws of The City, are taken to The Hotel, where they are obliged to find a romantic partner in forty-five days or are transformed into beasts and sent off into The Woods."
196,Best in Show,Comedy            ,Christopher Guest,"['Fred Willard', 'Eugene Levy', ""Catherine O'Hara"", 'Jennifer Coolidge']",A colorful array of characters compete at a national dog show.
197,The Rocky Horror Picture Show,"Comedy, Musical            ",Jim Sharman,"['Tim Curry', 'Susan Sarandon', 'Barry Bostwick', ""Richard O'Brien""]",A newly-engaged couple have a breakdown in an isolated area and must seek shelter at the bizarre residence of Dr. Frank-n-Furter.
198,The Devil Wears Prada,"Comedy, Drama            ",David Frankel,"['Anne Hathaway', 'Meryl Streep', 'Adrian Grenier', 'Emily Blunt']","A smart but sensible new graduate lands a job as an assistant to Miranda Priestly, the demanding editor-in-chief of a high fashion magazine."
199,Men in Black,"Action, Adventure, Comedy            ",Barry Sonnenfeld,"['Tommy Lee Jones', 'Will Smith', 'Linda Fiorentino', ""Vincent D'Onofrio""]",A police officer joins a secret organization that polices and monitors extraterrestrial interactions on Earth.
200,Fast Times at Ridgemont High,"Comedy, Drama            ",Amy Heckerling,"['Sean Penn', 'Jennifer Jason Leigh', 'Judge Reinhold', 'Robert Romanus']","A group of Southern California high school students are enjoying their most important subjects: sex, drugs, and rock n' roll."
201,Despicable Me,"Animation, Comedy, Family            ",Pierre Coffin,"['Chris Renaud', 'Steve Carell', 'Jason Segel', 'Russell Brand', 'Julie Andrews']","When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better."
202,Ant-Man and the Wasp,"Action, Adventure, Comedy            ",Peyton Reed,"['Paul Rudd', 'Evangeline Lilly', 'Michael Peña', 'Walton Goggins']","As Scott Lang balances being both a superhero and a father, Hope van Dyne and Dr. Hank Pym present an urgent new mission that finds the Ant-Man fighting alongside The Wasp to uncover secrets from their past."
203,Toy Story,"Animation, Adventure, Comedy            ",John Lasseter,"['Tom Hanks', 'Tim Allen', 'Don Rickles', 'Jim Varney']",A cowboy doll is profoundly threatened and jealous when a new spaceman figure supplants him as top toy in a boy's room.
204,Instant Family,"Comedy, Drama            ",Sean Anders,"['Mark Wahlberg', 'Rose Byrne', 'Isabela Merced', 'Gustavo Escobar']",A couple find themselves in over their heads when they foster three children.
205,Napoleon Dynamite,Comedy            ,Jared Hess,"['Jon Heder', 'Efren Ramirez', 'Jon Gries', 'Aaron Ruell']","A listless and alienated teenager decides to help his new friend win the class presidency in their small western high school, while he must deal with his bizarre family life back home."
206,Weird Science,"Comedy, Romance, Sci-Fi            ",John Hughes,"['Anthony Michael Hall', 'Ilan Mitchell-Smith', 'Kelly LeBrock', 'Bill Paxton']","Two high school nerds use a computer program to literally create the perfect woman, but she turns their lives upside down."
207,National Lampoon's Vacation,"Adventure, Comedy            ",Harold Ramis,"['Chevy Chase', ""Beverly D'Angelo"", 'Imogene Coca', 'Randy Quaid']",The Griswold family's cross-country drive to the Walley World theme park proves to be much more arduous than they ever anticipated.
208,"Love, Simon","Comedy, Drama, Romance            ",Greg Berlanti,"['Nick Robinson', 'Jennifer Garner', 'Josh Duhamel', 'Katherine Langford']","Simon Spier keeps a huge secret from his family, his friends and all of his classmates: he's gay. When that secret is threatened, Simon must face everyone and come to terms with his identity."
209,Grandma's Boy,Comedy            ,Nicholaus Goossen,"['Allen Covert', 'Linda Cardellini', 'Shirley Jones', 'Peter Dante']",A thirty-five-year-old video game tester has to move in with his grandma and her two old lady roommates.
210,Ted,Comedy            ,Seth MacFarlane,"['Mark Wahlberg', 'Mila Kunis', 'Seth MacFarlane', 'Joel McHale']","John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori."
211,Kangaroo Jack,"Action, Adventure, Comedy            ",David McNally,"['Anthony Anderson', ""Jerry O'Connell"", 'Estella Warren', 'Christopher Walken']","Two childhood friends, a New York hairstylist and a would-be musician, get caught up with the mob and are forced to deliver $50,000 to Australia, but things go haywire when the money is lost to a wild kangaroo."
212,Casper,"Comedy, Family, Fantasy            ",Brad Silberling,"['Bill Pullman', 'Christina Ricci', 'Cathy Moriarty', 'Eric Idle']",An afterlife therapist and his daughter meet a friendly young ghost when they move into a crumbling mansion in order to rid the premises of wicked spirits.
213,Straight Up,"Comedy, Romance            ",James Sweeney,"['Katie Findlay', 'Tracie Thoms', 'Randall Park', 'Betsy Brandt']",Todd and Rory are intellectual soul mates. He might be gay. She might not care. A romantic-comedy drama with a twist; a love story without the thrill of copulation.
214,Finding Nemo,"Animation, Adventure, Comedy            ",Andrew Stanton,"['Lee Unkrich', 'Albert Brooks', 'Ellen DeGeneres', 'Alexander Gould', 'Willem Dafoe']","After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home."
215,Knocked Up,"Comedy, Romance            ",Judd Apatow,"['Seth Rogen', 'Katherine Heigl', 'Paul Rudd', 'Leslie Mann']","For fun-loving party animal Ben Stone, the last thing he ever expected was for his one-night stand to show up on his doorstep eight weeks later to tell him she's pregnant with his child."
216,Talladega Nights: The Ballad of Ricky Bobby,"Comedy, Sport            ",Adam McKay,"['Will Ferrell', 'John C. Reilly', 'Sacha Baron Cohen', 'Gary Cole']","Number one NASCAR driver Ricky Bobby stays atop the heap thanks to a pact with his best friend and teammate, Cal Naughton, Jr. But when a French Formula One driver, makes his way up the ladder, Ricky Bobby's talent and devotion are put to the test."
217,The Family,"Comedy, Crime, Thriller            ",Luc Besson,"['Robert De Niro', 'Michelle Pfeiffer', 'Dianna Agron', ""John D'Leo""]","The Manzoni family, a notorious mafia clan, is relocated to Normandy, France under the Witness Protection Program, where fitting in soon becomes challenging, as their old habits die hard."
218,Trolls,"Animation, Adventure, Comedy            ",Mike Mitchell,"['Walt Dohrn', 'Anna Kendrick', 'Justin Timberlake', 'Zooey Deschanel', 'Christopher Mintz-Plasse']","After the Bergens invade Troll Village, Poppy, the happiest Troll ever born, and the curmudgeonly Branch set off on a journey to rescue her friends."
219,Starsky & Hutch,"Comedy, Crime            ",Todd Phillips,"['Ben Stiller', 'Owen Wilson', 'Snoop Dogg', 'Vince Vaughn']","Two streetwise cops bust criminals in their red and white Ford Gran Torino, with the help of a police snitch called ""Huggy Bear""."
220,Shaun of the Dead,"Comedy, Horror            ",Edgar Wright,"['Simon Pegg', 'Nick Frost', 'Kate Ashfield', 'Lucy Davis']",A man's uneventful life is disrupted by the zombie apocalypse.
221,Shrek,"Animation, Adventure, Comedy            ",Andrew Adamson,"['Vicky Jenson', 'Mike Myers', 'Eddie Murphy', 'Cameron Diaz', 'John Lithgow']","A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back."
222,Liar Liar,"Comedy, Fantasy            ",Tom Shadyac,"['Jim Carrey', 'Maura Tierney', 'Amanda Donohoe', 'Jennifer Tilly']",A fast-track lawyer can't lie for 24 hours due to his son's birthday wish after he disappoints his son for the last time.
223,Spies in Disguise,"Animation, Adventure, Comedy            ",Nick Bruno,"['Troy Quane', 'Rachel Brosnahan', 'Jarrett Bruno', 'Claire Crosby', 'Toru Uchikado']","When the world's best spy is turned into a pigeon, he must rely on his nerdy tech officer to save the world."
224,Ralph Breaks the Internet: Wreck-It Ralph 2,"Animation, Adventure, Comedy            ",Phil Johnston,"['Rich Moore', 'John C. Reilly', 'Sarah Silverman', 'Gal Gadot', 'Taraji P. Henson']","Six years after the events of ""Wreck-It Ralph,"" Ralph and Vanellope, now friends, discover a wi-fi router in their arcade, leading them into a new adventure."
225,Pretty Woman,"Comedy, Romance            ",Garry Marshall,"['Richard Gere', 'Julia Roberts', 'Jason Alexander', 'Laura San Giacomo']","A man in a legal but hurtful business needs an escort for some social events, and hires a beautiful prostitute he meets... only to fall in love."
226,Book Club,"Comedy, Drama, Romance            ",Bill Holderman,"['Diane Keaton', 'Jane Fonda', 'Candice Bergen', 'Mary Steenburgen']",Four lifelong friends have their lives forever changed after reading 50 Shades of Grey in their monthly book club.
227,Matilda,"Comedy, Family, Fantasy            ",Danny DeVito,"['Danny DeVito', 'Rhea Perlman', 'Mara Wilson', 'Embeth Davidtz']","Story of a wonderful little girl, who happens to be a genius, and her wonderful teacher vs. the worst parents ever and the worst school principal imaginable."
228,Step Brothers,Comedy            ,Adam McKay,"['Will Ferrell', 'John C. Reilly', 'Mary Steenburgen', 'Richard Jenkins']",Two aimless middle-aged losers still living at home are forced against their will to become roommates when their parents marry.
229,The Other Guys,"Action, Comedy, Crime            ",Adam McKay,"['Will Ferrell', 'Mark Wahlberg', 'Derek Jeter', 'Eva Mendes']","Two mismatched New York City detectives seize an opportunity to step up like the city's top cops, whom they idolize, only things don't quite go as planned."
230,The Art of Racing in the Rain,"Comedy, Drama, Romance            ",Simon Curtis,"['Kevin Costner', 'Milo Ventimiglia', 'Jackie Minns', 'Marcus Hondro']","Through his bond with his owner, aspiring Formula One race car driver Denny, golden retriever Enzo learns that the techniques needed on the racetrack can also be used to successfully navigate the journey of life."
231,The Dirt,"Biography, Comedy, Drama            ",Jeff Tremaine,"['Douglas Booth', 'Iwan Rheon', 'Machine Gun Kelly', 'Daniel Webber']","Based on the bestselling autobiography from Mötley Crüe, the film is an unflinching tale of success and excess as four misfits rise from the streets of Hollywood to the heights of international fame."
232,Steel Magnolias,"Comedy, Drama, Romance            ",Herbert Ross,"['Shirley MacLaine', 'Olympia Dukakis', 'Sally Field', 'Julia Roberts']","A young beautician, newly arrived in a small Louisiana town, finds work at the local salon, where a small group of women share a close bond of friendship, and welcome her into the fold."
233,The School of Rock,"Comedy, Music            ",Richard Linklater,"['Jack Black', 'Mike White', 'Joan Cusack', 'Adam Pascal']","After being kicked out of his rock band, Dewey Finn becomes a substitute teacher of an uptight elementary private school, only to try and turn his class into a rock band."
234,Sixteen Candles,"Comedy, Romance            ",John Hughes,"['Molly Ringwald', 'Anthony Michael Hall', 'Justin Henry', 'Michael Schoeffling']","A girl's ""sweet"" sixteenth birthday becomes anything but special, as she suffers from every embarrassment possible."
235,Up,"Animation, Adventure, Comedy            ",Pete Docter,"['Bob Peterson', 'Edward Asner', 'Jordan Nagai', 'John Ratzenberger', 'Christopher Plummer']","78-year-old Carl Fredricksen travels to Paradise Falls in his house equipped with balloons, inadvertently taking a young stowaway."
236,(500) Days of Summer,"Comedy, Drama, Romance            ",Marc Webb,"['Zooey Deschanel', 'Joseph Gordon-Levitt', 'Geoffrey Arend', 'Chloë Grace Moretz']","An offbeat romantic comedy about a woman who doesn't believe true love exists, and the young man who falls for her."
237,The World's End,"Action, Comedy, Sci-Fi            ",Edgar Wright,"['Simon Pegg', 'Nick Frost', 'Martin Freeman', 'Rosamund Pike']",Five friends who reunite in an attempt to top their epic pub crawl from twenty years earlier unwittingly become humanity's only hope for survival.
238,About a Boy,"Comedy, Drama, Romance            ",Chris Weitz,"['Paul Weitz', 'Hugh Grant', 'Nicholas Hoult', 'Toni Collette', 'Sharon Small']","A cynical, immature young man is taught how to act like a grown-up by a little boy."
239,Troop Zero,"Comedy, Drama, Family            ",Bert,"['Bertie', 'Mckenna Grace', 'Viola Davis', 'Jim Gaffigan', 'Allison Janney']","In rural 1977 Georgia, a misfit girl dreams of life in outer space. When a competition offers her a chance to be recorded on NASA's Golden Record, she recruits a makeshift troop of Birdie Scouts, forging friendships that last a lifetime."
240,Tag,Comedy            ,Jeff Tomsic,"['Jeremy Renner', 'Ed Helms', 'Jake Johnson', 'Jon Hamm']","A small group of former classmates organize an elaborate, annual game of tag that requires some to travel all over the country."
241,Stuber,"Action, Comedy, Crime            ",Michael Dowse,"['Dave Bautista', 'Kumail Nanjiani', 'Mira Sorvino', 'Natalie Morales']",A detective recruits his Uber driver into an unexpected night of adventure.
242,Groundhog Day,"Comedy, Fantasy, Romance            ",Harold Ramis,"['Bill Murray', 'Andie MacDowell', 'Chris Elliott', 'Stephen Tobolowsky']",A weatherman finds himself inexplicably living the same day over and over again.
243,It's a Mad Mad Mad Mad World,"Action, Adventure, Comedy            ",Stanley Kramer,"['Spencer Tracy', 'Milton Berle', 'Ethel Merman', 'Mickey Rooney']","A group of motorists hear about a crook's hidden stash of loot, and race against each other across the country to get to it."
244,That Thing You Do!,"Comedy, Drama, Music            ",Tom Hanks,"['Tom Hanks', 'Liv Tyler', 'Charlize Theron', 'Tom Everett Scott']","A local Pennsylvania band scores a one hit wonder in 1964 and rides the star-making machinery as long as they can, with lots of help from its manager."
245,She's the Man,"Comedy, Romance, Sport            ",Andy Fickman,"['Amanda Bynes', 'Laura Ramsey', 'Channing Tatum', 'Vinnie Jones']","When her brother decides to ditch for a couple weeks, Viola heads over to his elite boarding school, disguised as him, and proceeds to fall for his school's star soccer player, and soon learns she's not the only one with romantic troubles."
246,Tusk,"Comedy, Drama, Horror            ",Kevin Smith,"['Justin Long', 'Michael Parks', 'Haley Joel Osment', 'Genesis Rodriguez']",A brash and arrogant podcaster gets more than he bargained for when he travels to Canada to interview a mysterious recluse... who has a rather disturbing fondness for walruses.
247,"Lock, Stock and Two Smoking Barrels","Action, Comedy, Crime            ",Guy Ritchie,"['Jason Flemyng', 'Dexter Fletcher', 'Nick Moran', 'Jason Statham']","A botched card game in London triggers four friends, thugs, weed-growers, hard gangsters, loan sharks and debt collectors to collide with each other in a series of unexpected events, all for the sake of weed, cash and two antique shotguns."
248,The Spy Who Dumped Me,"Action, Adventure, Comedy            ",Susanna Fogel,"['Justin Theroux', 'Blanka Györfi-Tóth', 'Vilma Szécsi', 'Mila Kunis']",Audrey and Morgan are best friends who unwittingly become entangled in an international conspiracy when one of the women discovers the boyfriend who dumped her was actually a spy.
249,The Parent Trap,"Adventure, Comedy, Drama            ",Nancy Meyers,"['Lindsay Lohan', 'Dennis Quaid', 'Natasha Richardson', 'Elaine Hendrix']","Identical twins Annie and Hallie, separated at birth and each raised by one of their biological parents, later discover each other for the first time at summer camp and make a plan to bring their wayward parents back together."
250,Amélie,"Comedy, Romance            ",Jean-Pierre Jeunet,"['Audrey Tautou', 'Mathieu Kassovitz', 'Rufus', 'Lorella Cravotta']","Amélie is an innocent and naive girl in Paris with her own sense of justice. She decides to help those around her and, along the way, discovers love."
251,The Intern,"Comedy, Drama            ",Nancy Meyers,"['Robert De Niro', 'Anne Hathaway', 'Rene Russo', 'Anders Holm']","Seventy-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin."
252,Hannah and Her Sisters,"Comedy, Drama            ",Woody Allen,"['Mia Farrow', 'Dianne Wiest', 'Michael Caine', 'Barbara Hershey']","Between two Thanksgivings two years apart, Hannah's husband falls in love with her sister Lee, while her hypochondriac ex-husband rekindles his relationship with her sister Holly."
253,Cannonball Run II,"Action, Comedy            ",Hal Needham,"['Ralph Bakshi', 'Burt Reynolds', 'Dom DeLuise', 'Dean Martin', 'Sammy Davis Jr.']",The original characters from The Cannonball Run (1981) race across the country once more in various cars and trucks.
254,The Wedding Singer,"Comedy, Music, Romance            ",Frank Coraci,"['Adam Sandler', 'Drew Barrymore', 'Christine Taylor', 'Allen Covert']","Robbie, a singer, and Julia, a waitress, are both engaged, but to the wrong people. Fortune intervenes to help them discover each other."
255,Moonrise Kingdom,"Comedy, Drama, Romance            ",Wes Anderson,"['Jared Gilman', 'Kara Hayward', 'Bruce Willis', 'Bill Murray']","A pair of young lovers flee their New England town, which causes a local search party to fan out to find them."
256,Love Wedding Repeat,"Comedy, Romance            ",Dean Craig,"['Sam Claflin', 'Olivia Munn', 'Freida Pinto', 'Eleanor Tomlinson']","While trying to make his sister's wedding day go smoothly, Jack finds himself juggling an angry ex-girlfriend, an uninvited guest with a secret, a misplaced sleep sedative, and the girl that got away in alternate versions of the same day."
257,"Monsters, Inc.","Animation, Adventure, Comedy            ",Pete Docter,"['David Silverman', 'Lee Unkrich', 'Billy Crystal', 'John Goodman', 'Mary Gibbs', 'Steve Buscemi']","In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, 2 monsters realize things may not be what they think."
258,Aladdin,"Animation, Adventure, Comedy            ",Ron Clements,"['John Musker', 'Scott Weinger', 'Robin Williams', 'Linda Larkin', 'Jonathan Freeman']",A kindhearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.
259,Diary of a Wimpy Kid,"Comedy, Drama, Family            ",Thor Freudenthal,"['Zachary Gordon', 'Robert Capron', 'Rachael Harris', 'Steve Zahn']","The adventures of a 12 year old who is fresh out of elementary and transitions to middle school, where he has to learn the consequences and responsibility to survive the year."
260,Sausage Party,"Animation, Adventure, Comedy            ",Greg Tiernan,"['Conrad Vernon', 'Seth Rogen', 'Kristen Wiig', 'Jonah Hill', 'Alistair Abell']",A sausage strives to discover the truth about his existence.
261,My Hero Academia - Boku no hîrô akademia THE MOVIE - Heroes: Rising - Hîrôzu: Raijingu,"Animation, Action, Adventure            ",Kenji Nagasaki,"['Felecia Angelle', 'Christopher Bevins', 'Brendan Blaber', 'Johnny Yong Bosch']","A group of youths aspiring to become professional superheroes, fight in a world full of people with abilities, also known as quirks. Deku and his fellow classmates from Hero Academy face Nine, the strongest villain yet."
