,Title,Genre,Director,Actors,Plot
971,Beautiful Girls,"Comedy, Drama, Romance            ",Ted Demme,"['Matt Dillon', 'Timothy Hutton', 'Noah Emmerich', 'Annabeth Gish']",A piano player at a crossroads in his life returns home to his friends and their own problems with life and love.
972,Bugsy Malone,"Comedy, Crime, Family            ",Alan Parker,"['Jodie Foster', 'Scott Baio', 'Florence Garland', 'John Cassisi']",The classic gangster story of Bugsy Malone told with an all-child cast.
973,The Family Stone,"Comedy, Drama, Romance            ",Thomas Bezucha,"['Dermot Mulroney', 'Sarah Jessica Parker', 'Claire Danes', 'Diane Keaton']","An uptight, conservative businesswoman accompanies her boyfriend to his eccentric and outgoing family's annual Christmas celebration and finds that she's a fish out of water in their free-spirited way of life."
974,Serendipity,"Comedy, Romance            ",Peter Chelsom,"['John Cusack', 'Kate Beckinsale', 'Jeremy Piven', 'Bridget Moynahan']","A couple search for each other years after the night they first met, fell in love, and separated, convinced that one day they'd end up together."
975,Harold & Kumar Go to White Castle,"Adventure, Comedy            ",Danny Leiner,"['John Cho', 'Kal Penn', 'Ethan Embry', 'Rob Tinkler']",A Korean-American office worker and his Indian-American stoner friend embark on a quest to satisfy their desire for White Castle burgers.
976,Super,"Action, Comedy, Drama            ",James Gunn,"['Rainn Wilson', 'Ellen Page', 'Liv Tyler', 'Kevin Bacon']","After his wife falls under the influence of a drug dealer, an everyday guy transforms himself into Crimson Bolt, a superhero with the best intentions, but lacking in heroic skills."
977,Shrek Forever After,"Animation, Adventure, Comedy            ",Mike Mitchell,"['Mike Myers', 'Cameron Diaz', 'Eddie Murphy', 'Antonio Banderas']",Rumpelstiltskin tricks a mid-life crisis burdened Shrek into allowing himself to be erased from existence and cast in a dark alternate timeline where Rumpelstiltskin rules supreme.
978,Letters to Juliet,"Adventure, Comedy, Drama            ",Gary Winick,"['Amanda Seyfried', 'Gael García Bernal', 'Vanessa Redgrave', 'Marcia DeBonis']","Sophie dreams of becoming a writer and travels to Verona, Italy where she meets the ""Secretaries of Juliet""."
979,Seven Brides for Seven Brothers,"Comedy, Drama, Musical            ",Stanley Donen,"['Jane Powell', 'Howard Keel', 'Jeff Richards', 'Russ Tamblyn']","In 1850 Oregon, when a backwoodsman brings a wife home to his farm, his six brothers decide that they want to get married too."
980,"Me, Myself & Irene",Comedy            ,Bobby Farrelly,"['Peter Farrelly', 'Jim Carrey', 'Renée Zellweger', 'Anthony Anderson', 'Mongo Brownlee']",A nice-guy cop with Dissociative Identity Disorder must protect a woman on the run from a corrupt ex-boyfriend and his associates.
981,Spanglish,"Comedy, Drama, Romance            ",James L. Brooks,"['Adam Sandler', 'Téa Leoni', 'Paz Vega', 'Cloris Leachman']","A woman and her daughter emigrate from Mexico for a better life in America, where they start working for a family where the patriarch is a newly celebrated chef with an insecure wife."
982,The Darjeeling Limited,"Adventure, Comedy, Drama            ",Wes Anderson,"['Owen Wilson', 'Adrien Brody', 'Jason Schwartzman', 'Amara Karan']","A year after their father's funeral, three brothers travel across India by train in an attempt to bond with each other."
983,Smallfoot,"Animation, Adventure, Comedy            ",Karey Kirkpatrick,"['Jason Reisig', 'Channing Tatum', 'James Corden', 'Zendaya', 'Common']","A Yeti is convinced that the elusive creatures known as ""humans"" really do exist."
984,Drop Dead Fred,"Comedy, Drama, Fantasy            ",Ate de Jong,"['Phoebe Cates', 'Rik Mayall', 'Marsha Mason', 'Tim Matheson']",A young woman finds her already unstable life rocked by the presence of a rambunctious imaginary friend from childhood.
985,Stick It,"Comedy, Drama, Sport            ",Jessica Bendinger,"['Missy Peregrym', 'Jeff Bridges', 'Vanessa Lengies', 'Nikki SooHoo']","After a run-in with the law, Haley Graham (Missy Peregrym) is forced to return to the world from which she fled some years ago. Enrolled in an elite gymnastics program run by the legendary Burt Vickerman (Jeff Bridges), Haley's rebellious attitude gives way to something that just might be called team spirit."
986,'Crocodile' Dundee II,"Action, Adventure, Comedy            ",John Cornell,"['Paul Hogan', 'Linda Kozlowski', 'John Meillon', 'Ernie Dingo']",Australian outback expert protects his New York love from gangsters who've followed her down under.
987,The Bounty Hunter,"Action, Comedy, Romance            ",Andy Tennant,"['Jennifer Aniston', 'Gerard Butler', 'Gio Perez', 'Joel Marsh Garland']","A bounty hunter learns that his next target is his ex-wife, a reporter working on a murder cover-up. Soon after their reunion, the always-at-odds duo find themselves on a run-for-their-lives adventure."
988,Pee-wee's Big Adventure,"Adventure, Comedy, Family            ",Tim Burton,"['Paul Reubens', 'Elizabeth Daily', 'Mark Holton', 'Diane Salinger']","When eccentric man-child Pee-wee Herman gets his beloved bike stolen in broad daylight, he sets out across the U.S. on the adventure of his life."
989,Meet the Robinsons,"Animation, Adventure, Comedy            ",Stephen J. Anderson,"['Daniel Hansen', 'Wesley Singerman', 'Angela Bassett', 'Jordan Fry']","Lewis is a brilliant inventor who meets mysterious stranger named Wilbur Robinson, whisking Lewis away in a time machine and together they team up to track down Bowler Hat Guy in a showdown that ends with an unexpected twist of fate."
990,Anomalisa,"Animation, Comedy, Drama            ",Duke Johnson,"['Charlie Kaufman', 'David Thewlis', 'Jennifer Jason Leigh', 'Tom Noonan']",A man crippled by the mundanity of his life experiences something out of the ordinary.
991,I Don't Feel at Home in This World Anymore.,"Comedy, Crime, Drama            ",Macon Blair,"['Melanie Lynskey', 'Chris Doubek', 'Marilyn Faith Hickey', 'Jared Roylance']","When a depressed woman is burgled, she finds a new sense of purpose by tracking down the thieves alongside her obnoxious neighbour. But they soon find themselves dangerously out of their depth against a pack of degenerate criminals."
992,Mr. Deeds,"Comedy, Romance            ",Steven Brill,"['Adam Sandler', 'Winona Ryder', 'John Turturro', 'Allen Covert']","A sweet-natured, small-town guy inherits a controlling stake in a media conglomerate and begins to do business his way."
993,Sierra Burgess Is a Loser,"Comedy, Drama, Romance            ",Ian Samuels,"['Shannon Purser', 'Kristine Froseth', 'RJ Cyler', 'Noah Centineo']",A case of mistaken identity results in unexpected romance when the most popular girl in high school and the biggest loser must come together to win over their crushes.
994,Our Idiot Brother,"Comedy, Drama            ",Jesse Peretz,"['Paul Rudd', 'Elizabeth Banks', 'Zooey Deschanel', 'Nick Sullivan']",A comedy centered on an idealist who barges into the lives of his three sisters.
995,Barely Lethal,"Action, Comedy            ",Kyle Newman,"['Jaime King', 'Samuel L. Jackson', 'Madeleine Stack', 'Eva G. Cooper']","A teenage special ops agent coveting a ""normal"" adolescence fakes her own death and enrolls in a suburban high school. She quickly learns that surviving the treacherous waters of high school is more challenging than international espionage."
996,Bend It Like Beckham,"Comedy, Drama, Romance            ",Gurinder Chadha,"['Parminder Nagra', 'Keira Knightley', 'Jonathan Rhys Meyers', 'Anupam Kher']",The daughter of orthodox Sikh rebels against her parents' traditionalism and joins a football team.
997,Daddy's Home 2,Comedy            ,Sean Anders,"['Will Ferrell', 'Mark Wahlberg', 'Mel Gibson', 'John Lithgow']","Having finally gotten used to each other's existence, Brad and Dusty must now deal with their intrusive fathers during the holidays."
998,Father of the Bride,"Comedy, Family, Romance            ",Charles Shyer,"['Steve Martin', 'Diane Keaton', 'Martin Short', 'Kimberly Williams-Paisley']","With his oldest daughter's wedding approaching, a father finds himself reluctant to let go."
999,Zoolander 2,"Action, Adventure, Comedy            ",Ben Stiller,"['Ben Stiller', 'Owen Wilson', 'Penélope Cruz', 'Will Ferrell']","Derek and Hansel are lured into modelling again, in Rome, where they find themselves the target of a sinister conspiracy."
1000,Jack and Jill,Comedy            ,Dennis Dugan,"['Adam Sandler', 'Katie Holmes', 'Al Pacino', 'Elodie Tougne']","Family guy Jack Sadelstein prepares for the annual event he dreads: the Thanksgiving visit of his fraternal twin sister, the needy and passive-aggressive Jill, who then refuses to leave."
1001,One Hundred and One Dalmatians,"Animation, Adventure, Comedy            ",Clyde Geronimi,"['Hamilton Luske', 'Wolfgang Reitherman', 'Rod Taylor', 'Betty Lou Gerson', ""J. Pat O'Malley"", 'Martha Wentworth']","When a litter of Dalmatian puppies are abducted by the minions of Cruella de Vil, the parents must find them before she uses them for a diabolical fashion statement."
1002,What a Girl Wants,"Comedy, Drama, Family            ",Dennie Gordon,"['Amanda Bynes', 'Colin Firth', 'Kelly Preston', 'Soleil McGhee']","An American teenager learns that her father is a wealthy British politician running for office. Although she is eager to find him, she realizes it could cause a scandal and cost him the election."
1003,Role Models,Comedy            ,David Wain,"['Paul Rudd', 'Seann William Scott', 'Elizabeth Banks', 'Christopher Mintz-Plasse']",Wild behavior forces a pair of energy drink reps to enroll in a Big Brother program.
1004,Miss Congeniality 2: Armed & Fabulous,"Action, Comedy, Crime            ",John Pasquin,"['Sandra Bullock', 'Regina King', 'William Shatner', 'Enrique Murciano']","After Cheryl Frasier (Heather Burns) and Stan Fields (William Shatner) are kidnapped, Gracie Hart (Sandra Bullock) goes undercover in Las Vegas, Nevada to find them."
1005,The Kids Are All Right,"Comedy, Drama, Romance            ",Lisa Cholodenko,"['Annette Bening', 'Julianne Moore', 'Mark Ruffalo', 'Mia Wasikowska']",Two children conceived by artificial insemination bring their biological father into their non-traditional family life.
1006,Action Jackson,"Action, Comedy, Crime            ",Craig R. Baxley,"['Carl Weathers', 'Craig T. Nelson', 'Vanity', 'Sharon Stone']",Vengence drives a tough Detroit cop to stay on the trail of a power hungry auto magnate who's systematically eliminating his competition.
1007,P.S. I Love You,"Comedy, Drama, Romance            ",Richard LaGravenese,"['Hilary Swank', 'Gerard Butler', 'Harry Connick Jr.', 'Lisa Kudrow']",A young widow discovers that her late husband has left her 10 messages intended to help ease her pain and start a new life.
1008,Wimbledon,"Comedy, Romance, Sport            ",Richard Loncraine,"['Kirsten Dunst', 'Paul Bettany', 'Jon Favreau', 'Sam Neill']","A pro tennis player has lost his ambition and has fallen in rank to 119. Fortunately for him, he meets a young player on the women's circuit who helps him recapture his focus for Wimbledon."
1009,After Hours,"Comedy, Crime, Drama            ",Martin Scorsese,"['Griffin Dunne', 'Rosanna Arquette', 'Verna Bloom', 'Tommy Chong']",An ordinary word processor has the worst night of his life after he agrees to visit a girl in Soho who he met that evening at a coffee shop.
1010,How to Build a Girl,Comedy            ,Coky Giedroyc,"['Beanie Feldstein', 'Cleo', 'Dónal Finn', 'Paddy Considine']","A teenager living with her working-class family on a council estate in Wolverhampton, England, grows up to become a popular but conflicted music journalist."
1011,Clerks,Comedy            ,Kevin Smith,"[""Brian O'Halloran"", 'Jeff Anderson', 'Marilyn Ghigliotti', 'Lisa Spoonauer']","A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof."
1012,Rookie of the Year,"Comedy, Family, Fantasy            ",Daniel Stern,"['Thomas Ian Nicholas', 'Gary Busey', 'Albert Hall', 'Amy Morton']","When an accident miraculously gives a boy an incredibly powerful pitching arm, he becomes a major league pitcher for the Chicago Cubs."
1013,Agent Cody Banks,"Action, Adventure, Comedy            ",Harald Zwart,"['Frankie Muniz', 'Hilary Duff', 'Andrew Francis', 'Angie Harmon']",A government agent trains Cody Banks in the ways of covert operations that require younger participants.
1014,Keeping Up with the Joneses,"Action, Comedy            ",Greg Mottola,"['Zach Galifianakis', 'Isla Fisher', 'Jon Hamm', 'Gal Gadot']",A suburban couple becomes embroiled in an international espionage plot when they discover that their seemingly perfect new neighbors are government spies.
1015,Angry Birds,"Animation, Action, Adventure            ",Clay Kaytis,"['Fergal Reilly', 'Jason Sudeikis', 'Josh Gad', 'Danny McBride', 'Maya Rudolph']","When an island populated by happy, flightless birds is visited by mysterious green piggies, it's up to three unlikely outcasts - Red, Chuck and Bomb - to figure out what the pigs are up to."
1016,Walk of Shame,Comedy            ,Steven Brill,"['Elizabeth Banks', 'James Marsden', 'Gillian Jacobs', 'Sarah Wright']","A reporter's dream of becoming a news anchor is compromised after a one-night stand leaves her stranded in downtown L.A. without a phone, car, ID or money - and only 8 hours to make it to the most important job interview of her life."
