,Title,Genre,Director,Actors,Plot
97,Predestination,"Action, Adventure, Drama            ",Michael Spierig,"['Peter Spierig', 'Ethan Hawke', 'Sarah Snook', 'Noah Taylor', 'Madeleine West']","For his final assignment, a top temporal agent must pursue the one criminal that has eluded him throughout time. The chase turns into a unique, surprising and mind-bending exploration of love, fate, identity and time travel taboos."
98,The Bourne Identity,"Action, Mystery, Thriller            ",Doug Liman,"['Franka Potente', 'Matt Damon', 'Chris Cooper', 'Clive Owen']","A man is picked up by a fishing boat, bullet-riddled and suffering from amnesia, before racing to elude assassins and attempting to regain his memory."
99,Manhunter,"Crime, Horror, Mystery            ",Michael Mann,"['William Petersen', 'Kim Greist', 'Joan Allen', 'Brian Cox']","Former F.B.I. profiler Will Graham (William Petersen) returns to service to pursue a deranged serial killer named ""the Tooth Fairy"" (Tom Noonan) by the media."
100,Holes,"Adventure, Comedy, Drama            ",Andrew Davis,"['Shia LaBeouf', 'Sigourney Weaver', 'Jon Voight', 'Tim Blake Nelson']",A wrongfully convicted boy is sent to a brutal desert detention camp where he joins the job of digging holes for some mysterious reason.
101,The Birds,"Drama, Horror, Mystery            ",Alfred Hitchcock,"['Rod Taylor', 'Tippi Hedren', 'Jessica Tandy', 'Suzanne Pleshette']",A wealthy San Francisco socialite pursues a potential boyfriend to a small Northern California town that slowly takes a turn for the bizarre when birds of all kinds suddenly begin to attack people.
102,Suspiria,"Fantasy, Horror, Mystery            ",Luca Guadagnino,"['Chloë Grace Moretz', 'Tilda Swinton', 'Doris Hick', 'Malgorzata Bela']","A darkness swirls at the center of a world-renowned dance company, one that will engulf the artistic director, an ambitious young dancer, and a grieving psychotherapist. Some will succumb to the nightmare. Others will finally wake up."
103,The Commuter,"Action, Mystery, Thriller            ",Jaume Collet-Serra,"['Liam Neeson', 'Vera Farmiga', 'Patrick Wilson', 'Jonathan Banks']",An action-thriller in which an insurance salesman/ex-cop is caught up in a life-threatening conspiracy during his daily commute home.
104,Wind River,"Crime, Drama, Mystery            ",Taylor Sheridan,"['Kelsey Asbille', 'Jeremy Renner', 'Julia Jones', 'Teo Briones']",A veteran hunter helps an FBI agent investigate the murder of a young woman on a Wyoming Native American reservation.
105,Overlord,"Action, Adventure, Horror            ",Julius Avery,"['Jovan Adepo', 'Wyatt Russell', 'Mathilde Ollivier', 'Pilou Asbæk']",A small group of American soldiers find horror behind enemy lines on the eve of D-Day.
106,Bad Times at the El Royale,"Crime, Drama, Mystery            ",Drew Goddard,"['Jeff Bridges', 'Cynthia Erivo', 'Dakota Johnson', 'Jon Hamm']","Early 1970s. Four strangers check in at the El Royale Hotel. The hotel is deserted, staffed by a single desk clerk. Some of the new guests' reasons for being there are less than innocent and some are not who they appear to be."
107,The Girl on the Train,"Crime, Drama, Mystery            ",Tate Taylor,"['Emily Blunt', 'Haley Bennett', 'Rebecca Ferguson', 'Justin Theroux']",A divorcee becomes entangled in a missing persons investigation that promises to send shockwaves throughout her life.
108,Motherless Brooklyn,"Crime, Drama, Mystery            ",Edward Norton,"['Edward Norton', 'Gugu Mbatha-Raw', 'Alec Baldwin', 'Willem Dafoe']","In 1950s New York, a lonely private detective afflicted with Tourette's Syndrome ventures to solve the murder of his mentor and only friend."
109,The Snowman,"Crime, Drama, Mystery            ",Tomas Alfredson,"['Michael Fassbender', 'Rebecca Ferguson', 'Charlotte Gainsbourg', 'Jonas Karlsson']",Detective Harry Hole investigates the disappearance of a woman whose scarf is found wrapped around an ominous-looking snowman.
110,Primal Fear,"Crime, Drama, Mystery            ",Gregory Hoblit,"['Richard Gere', 'Laura Linney', 'Edward Norton', 'John Mahoney']","An altar boy is accused of murdering a priest, and the truth is buried several layers deep."
111,Sicario 2: Soldado,"Action, Adventure, Crime            ",Stefano Sollima,"['Benicio Del Toro', 'Josh Brolin', 'Isabela Merced', 'Jeffrey Donovan']","The drug war on the U.S.-Mexico border has escalated as the cartels have begun trafficking terrorists across the US border. To fight the war, federal agent Matt Graver re-teams with the mercurial Alejandro."
112,Sherlock Holmes: A Game of Shadows,"Action, Adventure, Mystery            ",Guy Ritchie,"['Robert Downey Jr.', 'Jude Law', 'Jared Harris', 'Rachel McAdams']","Detective Sherlock Holmes is on the trail of criminal mastermind Professor Moriarty, who is carrying out a string of random crimes across Europe."
113,You Were Never Really Here,"Crime, Drama, Mystery            ",Lynne Ramsay,"['Joaquin Phoenix', 'Judith Roberts', 'Ekaterina Samsonov', 'John Doman']","A traumatized veteran, unafraid of violence, tracks down missing girls for a living. When a job spins out of control, Joe's nightmares overtake him as a conspiracy is uncovered leading to what may be his death trip or his awakening."
114,The Game,"Drama, Mystery, Thriller            ",David Fincher,"['Michael Douglas', 'Deborah Kara Unger', 'Sean Penn', 'James Rebhorn']","After a wealthy banker is given an opportunity to participate in a mysterious game, his life is turned upside down when he becomes unable to distinguish between the game and reality."
115,The Ninth Gate,"Mystery, Thriller            ",Roman Polanski,"['Johnny Depp', 'Frank Langella', 'Lena Olin', 'Emmanuelle Seigner']","A rare book dealer, while seeking out the last two copies of a demon text, gets drawn into a conspiracy with supernatural overtones."
116,Vertigo,"Mystery, Romance, Thriller            ",Alfred Hitchcock,"['James Stewart', 'Kim Novak', 'Barbara Bel Geddes', 'Tom Helmore']",A former police detective juggles wrestling with his personal demons and becoming obsessed with a hauntingly beautiful woman.
117,Mystic River,"Crime, Drama, Mystery            ",Clint Eastwood,"['Sean Penn', 'Tim Robbins', 'Kevin Bacon', 'Emmy Rossum']",The lives of three men who were childhood friends are shattered when one of them has a family tragedy.
118,Sinister,"Horror, Mystery, Thriller            ",Scott Derrickson,"['Ethan Hawke', 'Juliet Rylance', 'James Ransone', 'Fred Thompson']",Washed-up true-crime writer Ellison Oswalt finds a box of super 8 home movies which suggest the murder he's currently researching is the work of a serial killer whose work dates back to the 1960s.
119,Brahms: The Boy II,"Drama, Horror, Mystery            ",William Brent Bell,"['Katie Holmes', 'Christopher Convery', 'Owain Yeoman', 'Ralph Ineson']","After a family moves into the Heelshire Mansion, their young son soon makes friends with a life-like doll called Brahms."
120,It Follows,"Horror, Mystery, Thriller            ",David Robert Mitchell,"['Maika Monroe', 'Keir Gilchrist', 'Olivia Luccardi', 'Lili Sepe']",A young woman is followed by an unknown supernatural force after a sexual encounter.
121,L.A. Confidential,"Crime, Drama, Mystery            ",Curtis Hanson,"['Kevin Spacey', 'Russell Crowe', 'Guy Pearce', 'Kim Basinger']","As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice."
122,Knowing,"Action, Drama, Mystery            ",Alex Proyas,"['Nicolas Cage', 'Chandler Canterbury', 'Rose Byrne', 'Lara Robinson']",M.I.T. professor John Koestler links a mysterious list of numbers from a time capsule to past and future disasters and sets out to prevent the ultimate catastrophe.
123,Mother!,"Drama, Horror, Mystery            ",Darren Aronofsky,"['Jennifer Lawrence', 'Javier Bardem', 'Ed Harris', 'Michelle Pfeiffer']","A couple's relationship is tested when uninvited guests arrive at their home, disrupting their tranquil existence."
124,The Gift,"Drama, Mystery, Thriller            ",Joel Edgerton,"['Jason Bateman', 'Rebecca Hall', 'Joel Edgerton', 'Allison Tolman']",A young married couple's lives are thrown into a harrowing tailspin when an acquaintance from the husband's past brings mysterious gifts and a horrifying secret to light after more than 20 years.
125,Insidious,"Horror, Mystery, Thriller            ",James Wan,"['Patrick Wilson', 'Rose Byrne', 'Ty Simpkins', 'Lin Shaye']",A family looks to prevent evil spirits from trapping their comatose child in a realm called The Further.
126,Saw,"Horror, Mystery            ",James Wan,"['Cary Elwes', 'Leigh Whannell', 'Danny Glover', 'Ken Leung']","Two strangers, who awaken in a room with no recollection of how they got there, soon discover they're pawns in a deadly game perpetrated by a notorious serial killer."
127,Mandy,"Action, Fantasy, Horror            ",Panos Cosmatos,"['Casper Kelly', 'Nicolas Cage', 'Andrea Riseborough', 'Linus Roache', 'Ned Dennehy']","The enchanted lives of a couple in a secluded forest are brutally shattered by a nightmarish hippie cult and their demon-biker henchmen, propelling a man into a spiraling, surreal rampage of vengeance."
128,Body Cam,"Horror, Mystery, Thriller            ",Malik Vitthal,"['Mary J. Blige', 'Nat Wolff', 'David Zayas', 'Anika Noni Rose']","When a routine traffic stop results in the unexplained, grisly death of her colleague, a cop (Mary J. Blige) realizes footage of the incident will play for her eyes only. As the attacks mount, she races to understand the supernatural force behind them."
129,Tully,"Comedy, Drama, Mystery            ",Jason Reitman,"['Charlize Theron', 'Mackenzie Davis', 'Ron Livingston', 'Asher Miles Fallica']",A struggling mother of three forms an unexpected bond with the night nanny hired to help with her newborn baby.
130,Annabelle Comes Home,"Horror, Mystery, Thriller            ",Gary Dauberman,"['Vera Farmiga', 'Patrick Wilson', 'Mckenna Grace', 'Madison Iseman']","While babysitting the daughter of Ed and Lorraine Warren, a teenager and her friend unknowingly awaken an evil spirit trapped in a doll."
131,The Ring,"Horror, Mystery            ",Gore Verbinski,"['Naomi Watts', 'Martin Henderson', 'Brian Cox', 'David Dorfman']",A journalist must investigate a mysterious videotape which seems to cause the death of anyone one week to the day after they view it.
132,The Bourne Ultimatum,"Action, Mystery, Thriller            ",Paul Greengrass,"['Matt Damon', 'Edgar Ramírez', 'Joan Allen', 'Julia Stiles']",Jason Bourne dodges a ruthless C.I.A. official and his Agents from a new assassination program while searching for the origins of his life as a trained killer.
133,Chinatown,"Drama, Mystery, Thriller            ",Roman Polanski,"['Jack Nicholson', 'Faye Dunaway', 'John Huston', 'Perry Lopez']","A private detective hired to expose an adulterer finds himself caught up in a web of deceit, corruption, and murder."
134,Tomorrowland,"Action, Adventure, Family            ",Brad Bird,"['George Clooney', 'Britt Robertson', 'Hugh Laurie', 'Raffey Cassidy']","Bound by a shared destiny, a teen bursting with scientific curiosity and a former boy-genius inventor embark on a mission to unearth the secrets of a place somewhere in time and space that exists in their collective memory."
135,The Lives of Others,"Drama, Mystery, Thriller            ",Florian Henckel von Donnersmarck,"['Ulrich Mühe', 'Martina Gedeck', 'Sebastian Koch', 'Ulrich Tukur']","In 1984 East Berlin, an agent of the secret police, conducting surveillance on a writer and his lover, finds himself becoming increasingly absorbed by their lives."
136,Rear Window,"Mystery, Thriller            ",Alfred Hitchcock,"['James Stewart', 'Grace Kelly', 'Wendell Corey', 'Thelma Ritter']",A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.
137,The Bourne Supremacy,"Action, Mystery, Thriller            ",Paul Greengrass,"['Matt Damon', 'Franka Potente', 'Joan Allen', 'Brian Cox']","When Jason Bourne is framed for a CIA operation gone awry, he is forced to resume his former life as a trained assassin to survive."
138,The Rhythm Section,"Action, Drama, Mystery            ",Reed Morano,"['Blake Lively', 'Richard Brake', 'Elly Curtis', 'David Duggan']",A woman seeks revenge against those who orchestrated a plane crash that killed her family.
139,Blue Velvet,"Drama, Mystery, Thriller            ",David Lynch,"['Isabella Rossellini', 'Kyle MacLachlan', 'Dennis Hopper', 'Laura Dern']","The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child."
140,Escape Room,"Action, Adventure, Horror            ",Adam Robitel,"['Taylor Russell', 'Logan Miller', 'Jay Ellis', 'Tyler Labine']",Six strangers find themselves in a maze of deadly mystery rooms and must use their wits to survive.
141,Insomnia,"Drama, Mystery, Thriller            ",Christopher Nolan,"['Al Pacino', 'Robin Williams', 'Hilary Swank', 'Martin Donovan']",Two Los Angeles homicide detectives are dispatched to a northern town where the sun doesn't set to investigate the methodical murder of a local teen.
142,Wrecked,"Adventure, Drama, Mystery            ",Michael Greenspan,"['Adrien Brody', 'Caroline Dhavernas', 'Ryan Robbins', 'Adrian G. Griffiths']",A man wakes in a car wreck at the bottom of a ravine must overcome incredible odds to survive.
143,The Maze Runner,"Action, Mystery, Sci-Fi            ",Wes Ball,"[""Dylan O'Brien"", 'Kaya Scodelario', 'Will Poulter', 'Thomas Brodie-Sangster']","Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow ""runners"" for a shot at escape."
144,Citizen Kane,"Drama, Mystery            ",Orson Welles,"['Orson Welles', 'Joseph Cotten', 'Dorothy Comingore', 'Agnes Moorehead']","Following the death of publishing tycoon Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance; 'Rosebud'."
145,Nomis,"Action, Crime, Drama            ",David Raymond,"['Henry Cavill', 'Ben Kingsley', 'Alexandra Daddario', 'Stanley Tucci']","A weathered Lieutenant, his police force, and a local vigilante are all caught up in a dangerous scheme involving a recently arrested, troubled man who's linked to years of female abductions and murders."
146,Fractured,"Mystery, Thriller            ",Brad Anderson,"['Sam Worthington', 'Lily Rabe', 'Lucy Capri', 'Adjoa Andoh']","A couple stops at a gas station, where their 6 y.o. daughter's arm is fractured. They hurry to a hospital. Something strange is going on there. The wife and daughter go missing."
147,Pokémon Detective Pikachu,"Action, Adventure, Comedy            ",Rob Letterman,"['Ryan Reynolds', 'Justice Smith', 'Kathryn Newton', 'Bill Nighy']","In a world where people collect Pokémon to do battle, a boy comes across an intelligent talking Pikachu who seeks to be a detective."
148,Who Framed Roger Rabbit,"Animation, Adventure, Comedy            ",Robert Zemeckis,"['Richard Williams', 'Bob Hoskins', 'Christopher Lloyd', 'Joanna Cassidy', 'Charles Fleischer']",A toon-hating detective is a cartoon rabbit's only hope to prove his innocence when he is accused of murder.
