,Title,Genre,Director,Actors,Plot
479,Crooked House,"Crime, Drama, Mystery            ",Gilles Paquet-Brenner,"['Max Irons', 'Stefanie Martini', 'Glenn Close', 'Honor Kneafsey']","In Agatha Christie's most twisted tale, a spy-turned-private-detective is lured by his former lover to catch her grandfather's murderer before Scotland Yard exposes dark family secrets."
480,Doubt,"Drama, Mystery            ",John Patrick Shanley,"['Meryl Streep', 'Philip Seymour Hoffman', 'Amy Adams', 'Viola Davis']",A Catholic school principal questions a priest's ambiguous relationship with a troubled young student.
481,Random Hearts,"Drama, Mystery, Romance            ",Sydney Pollack,"['Harrison Ford', 'Kristin Scott Thomas', 'Charles S. Dutton', 'Bonnie Hunt']","Police Sergeant Dutch Van Den Broek (Harrison Ford) and U.S. Representative Kay Chandler (Dame Kristin Scott Thomas) lose their spouses in a plane crash, and they soon discover that their spouses were having an affair with each other."
482,Apollo 18,"Horror, Mystery, Sci-Fi            ",Gonzalo López-Gallego,"['Warren Christie', 'Lloyd Owen', 'Ryan Robbins', 'Michael Kopsa']","Decades-old found footage from NASA's abandoned Apollo 18 mission, where three American astronauts were sent on a secret expedition, reveals the reason the U.S. has never returned to the moon."
483,Color of Night,"Mystery, Romance, Thriller            ",Richard Rush,"['Bruce Willis', 'Jane March', 'Rubén Blades', 'Lesley Ann Warren']","A color-blind psychiatrist Bill Capa is stalked by an unknown killer after taking over his murdered friend's therapy group, all of whom have a connection to a mysterious young woman that Capa begins having intense sexual encounters with."
484,Todos lo saben,"Crime, Drama, Mystery            ",Asghar Farhadi,"['Penélope Cruz', 'Javier Bardem', 'Ricardo Darín', 'Eduard Fernández']","Laura, a Spanish woman living in Buenos Aires, returns to her hometown outside Madrid with her two children to attend her sister's wedding. However, the trip is upset by unexpected events that bring secrets into the open."
485,The Paperboy,"Crime, Drama, Mystery            ",Lee Daniels,"['Matthew McConaughey', 'Nicole Kidman', 'John Cusack', 'Zac Efron']",A reporter returns to his Florida hometown to investigate a case involving a death row inmate.
486,The 6th Day,"Action, Mystery, Sci-Fi            ",Roger Spottiswoode,"['Arnold Schwarzenegger', 'Michael Rapaport', 'Tony Goldwyn', 'Michael Rooker']",Futuristic action film about a man who meets a clone of himself and stumbles into a grand conspiracy about clones taking over the world.
487,My Cousin Rachel,"Drama, Mystery, Romance            ",Roger Michell,"['Rachel Weisz', 'Sam Claflin', 'Holliday Grainger', 'Iain Glen']","A young Englishman plots revenge against his late cousin's mysterious, beautiful wife, believing her responsible for his death. But his feelings become complicated as he finds himself falling under the beguiling spell of her charms."
488,Trois couleurs: Bleu,"Drama, Music, Mystery            ",Krzysztof Kieslowski,"['Juliette Binoche', 'Zbigniew Zamachowski', 'Julie Delpy', 'Benoît Régent']",A woman struggles to find a way to live her life after the death of her husband and child.
489,Hot Tub Time Machine 2,"Comedy, Mystery, Sci-Fi            ",Steve Pink,"['Rob Corddry', 'Craig Robinson', 'Clark Duke', 'Adam Scott']","When Lou's shot in the groin, Nick and Jacob drag him in the Hot Tub Time Machine to go back in time and save Lou. The 3 end 10 years in the future, where they need to go to find the shooter."
490,The Ghost Writer,"Drama, Mystery, Thriller            ",Roman Polanski,"['Ewan McGregor', 'Pierce Brosnan', 'Olivia Williams', 'Jon Bernthal']","A ghost writer, hired to complete the memoirs of a former British Prime Minister, uncovers secrets that put his own life in jeopardy."
491,Omoide no Mânî,"Animation, Drama, Family            ",James Simone,"['Hiromasa Yonebayashi', 'Sara Takatsuki', 'Kasumi Arimura', 'Nanako Matsushima', 'Susumu Terajima']","Due to 12 y.o. Anna's asthma, she's sent to stay with relatives of her guardian in the Japanese countryside. She likes to be alone, sketching. She befriends Marnie. Who is the mysterious, blonde Marnie."
492,Loving Vincent,"Animation, Biography, Crime            ",Dorota Kobiela,"['Hugh Welchman', 'Douglas Booth', 'Jerome Flynn', 'Robert Gulaczyk', 'Helen McCrory']","In a story depicted in oil painted animation, a young man comes to the last hometown of painter Vincent van Gogh (Robert Gulaczyk) to deliver the troubled artist's final letter and ends up investigating his final days there."
493,Presumed Innocent,"Mystery, Thriller            ",Alan J. Pakula,"['Harrison Ford', 'Raul Julia', 'Greta Scacchi', 'Brian Dennehy']","As a lawyer investigates the murder of a colleague, he finds himself more connected to the crime than anyone else."
494,The Falling,"Drama, Mystery, Thriller            ",Carol Morley,"['Maxine Peake', 'Maisie Williams', 'Florence Pugh', 'Anna Burnett']","It's 1969 at a strict English girls' school where charismatic Abbie and intense and troubled Lydia are best friends. After a tragedy occurs at the school, a mysterious fainting epidemic breaks out threatening the stability of all involved."
495,Rising Sun,"Action, Crime, Drama            ",Philip Kaufman,"['Sean Connery', 'Wesley Snipes', 'Harvey Keitel', 'Cary-Hiroyuki Tagawa']","When an escort girl is found dead in the offices of a Japanese company in Los Angeles, detectives Web Smith and John Connor act as liaison between the company's executives and the investigating cop Tom Graham."
496,Leviathan,"Adventure, Horror, Mystery            ",George P. Cosmatos,"['Peter Weller', 'Richard Crenna', 'Amanda Pays', 'Daniel Stern']",An American deep-sea mining colony stumbles upon a sunken Soviet vessel hiding a horrific secret.
497,The Constant Gardener,"Drama, Mystery, Romance            ",Fernando Meirelles,"['Ralph Fiennes', 'Rachel Weisz', 'Danny Huston', 'Hubert Koundé']","A widower is determined to get to the bottom of a potentially explosive secret involving his wife's murder, big business, and corporate corruption."
498,Where the Truth Lies,"Crime, Drama, Mystery            ",Atom Egoyan,"['Kevin Bacon', 'Colin Firth', 'Alison Lohman', 'David Hayman']","Karen O'Connor, a young journalist known for her celebrity profiles, is consumed with discovering the truth behind a long-buried incident that affected the lives and careers of showbiz team Vince Collins and Lanny Morris."
499,Veronica Mars,"Crime, Drama, Mystery            ",Rob Thomas,"['Kristen Bell', 'Jason Dohring', 'Enrico Colantoni', 'Chris Lowell']","Years after walking away from her past as a young private eye, Veronica Mars gets pulled back to her hometown, just in time for her high school reunion, in order to help her old flame Logan Echolls, who's embroiled in a murder mystery."
500,A Vigilante,"Crime, Drama, Mystery            ",Sarah Daggar-Nickson,"['Olivia Wilde', 'Morgan Spector', 'Kyle Catlett', 'Estefania Tejeda']","After escaping her violent husband, Sadie makes it her life's mission to help free others in danger. After months of rigorous training in survival skills, boxing, and lethal martial arts, she is back with a vengeance."
501,The Hole in the Ground,"Drama, Horror, Mystery            ",Lee Cronin,"['Seána Kerslake', 'James Quinn Markey', 'Kati Outinen', 'David Crowley']","A single mother living in the Irish countryside with her son begins to suspect he may not be her son at all, and fears his increasingly disturbing behavior is linked to a mysterious sinkhole in the forest behind their house."
502,Get Low,"Drama, Mystery            ",Aaron Schneider,"['Robert Duvall', 'Bill Murray', 'Sissy Spacek', 'Lucas Black']","A movie spun out of equal parts folk tale, fable and real-life legend about the mysterious, 1930s Tennessee hermit who famously threw his own rollicking funeral party... while he was still alive."
503,Original Sin,"Drama, Mystery, Romance            ",Michael Cristofer,"['Antonio Banderas', 'Angelina Jolie', 'Thomas Jane', 'Jack Thompson']","A woman, along with her lover, plans to con a rich man by marrying him, earning his trust, and then running away with all his money. Everything goes as planned until she falls in love with him."
504,Ouija: Origin of Evil,"Drama, Horror, Mystery            ",Mike Flanagan,"['Elizabeth Reaser', 'Lulu Wilson', 'Annalise Basso', 'Henry Thomas']","In 1967 Los Angeles, a widowed mother and her daughters add a new stunt to bolster their seance scam business by inviting an evil presence into their home, not realizing how dangerous it is."
505,Keepers,"Crime, Drama, Mystery            ",Kristoffer Nyholm,"['Peter Mullan', 'Gerard Butler', 'Emma King', 'Gary Lewis']","Three lighthouse keepers on the remote Flannan Isles find a hidden trunk of gold, leading to their mysterious disappearance."
506,K-PAX,"Drama, Mystery, Sci-Fi            ",Iain Softley,"['Kevin Spacey', 'Jeff Bridges', 'Mary McCormack', 'Alfre Woodard']","PROT is a patient at a mental hospital who claims to be from a faraway planet named K-PAX. His psychiatrist tries to help him, only to begin to doubt his own explanations."
507,The Words,"Drama, Mystery, Romance            ",Brian Klugman,"['Lee Sternthal', 'Bradley Cooper', 'Dennis Quaid', 'Olivia Wilde', 'Zoe Saldana']",A writer at the peak of his literary success discovers the steep price he must pay for stealing another man's work.
508,The Pink Panther,"Adventure, Comedy, Crime            ",Shawn Levy,"['Steve Martin', 'Kevin Kline', 'Jean Reno', 'Emily Mortimer']",Bumbling Inspector Clouseau must solve the murder of a famous soccer coach and find out who stole the infamous Pink Panther diamond.
509,Puss in Boots,"Animation, Adventure, Comedy            ",Chris Miller,"['Antonio Banderas', 'Salma Hayek', 'Zach Galifianakis', 'Billy Bob Thornton']","An outlaw cat, his childhood egg-friend and a seductive thief kitty set out in search for the eggs of the fabled Golden Goose to clear his name, restore his lost honor and regain the trust of his mother and town."
510,Mindhunters,"Crime, Horror, Mystery            ",Renny Harlin,"['Val Kilmer', 'LL Cool J', 'Christian Slater', 'Eion Bailey']",Trainees in the FBI's psychological profiling program must put their training into practice when they discover a killer in their midst.
511,2010: The Year We Make Contact,"Adventure, Mystery, Sci-Fi            ",Peter Hyams,"['Roy Scheider', 'John Lithgow', 'Helen Mirren', 'Bob Balaban']","A joint U.S.-Soviet expedition is sent to Jupiter to learn what happened to the Discovery, and H.A.L."
512,Kill List,"Action, Crime, Drama            ",Ben Wheatley,"['Neil Maskell', 'MyAnna Buring', 'Harry Simpson', 'Michael Smiley']","Nearly a year after a botched job, a hitman takes a new assignment with the promise of a big payoff for three killings. What starts off as an easy task soon unravels, sending the killer into the heart of darkness."
513,Left Behind,"Action, Drama, Fantasy            ",Vic Armstrong,"['Nicolas Cage', 'Lea Thompson', 'Cassi Thomson', 'Chad Michael Murray']",A small group of survivors are left behind after millions of people suddenly vanish and the world is plunged into chaos and destruction.
514,The Brothers Grimm,"Action, Adventure, Comedy            ",Terry Gilliam,"['Matt Damon', 'Heath Ledger', 'Monica Bellucci', 'Petr Ratimec']",Will and Jake Grimm are traveling con-artists who encounter a genuine fairy-tale curse which requires true courage instead of their usual bogus exorcisms.
515,Papurika,"Animation, Drama, Fantasy            ",Satoshi Kon,"['Megumi Hayashibara', 'Tôru Emori', 'Katsunosuke Hori', 'Tôru Furuya']","When a machine that allows therapists to enter their patients' dreams is stolen, all Hell breaks loose. Only a young female therapist, Paprika, can stop it."
516,The Wicker Man,"Horror, Mystery, Thriller            ",Neil LaBute,"['Nicolas Cage', 'Ellen Burstyn', 'Leelee Sobieski', 'Kate Beahan']","A sheriff investigating the disappearance of a young girl from a small island discovers there's a larger mystery to solve among the island's secretive, neo-pagan community."
517,Solaris,"Drama, Mystery, Romance            ",Steven Soderbergh,"['George Clooney', 'Natascha McElhone', 'Ulrich Tukur', 'Viola Davis']",A troubled psychologist is sent to investigate the crew of an isolated research station orbiting a bizarre planet.
518,Gone,"Action, Adventure, Mystery            ",Heitor Dhalia,"['Amanda Seyfried', 'Jennifer Carpenter', 'Wes Bentley', 'Daniel Sunjata']",A woman is convinced her kidnapper has returned when her sister goes missing.
519,Los cronocrímenes,"Horror, Mystery, Sci-Fi            ",Nacho Vigalondo,"['Karra Elejalde', 'Candela Fernández', 'Bárbara Goenaga', 'Nacho Vigalondo']",A man accidentally gets into a time machine and travels back in time nearly an hour. Finding himself will be the first of a series of disasters of unforeseeable consequences.
520,Joy Ride,"Mystery, Thriller            ",John Dahl,"['Steve Zahn', 'Paul Walker', 'Leelee Sobieski', 'Jessica Bowman']","Three young people on a road trip from Colorado to New Jersey talk to a trucker on their CB radio, then must escape when he turns out to be a psychotic killer."
521,The Little Stranger,"Drama, Horror, Mystery            ",Lenny Abrahamson,"['Domhnall Gleeson', 'Will Poulter', 'Ruth Wilson', 'Liv Hill']","After a doctor is called to visit a crumbling manor, strange things begin to occur."
522,The Clovehitch Killer,"Crime, Drama, Mystery            ",Duncan Skiles,"['Dylan McDermott', 'Charlie Plummer', 'Samantha Mathis', 'Madisen Beaty']",A picture-perfect family is shattered when the work of a serial killer hits too close to home.
523,D'après une histoire vraie,"Drama, Mystery, Thriller            ",Roman Polanski,"['Emmanuelle Seigner', 'Eva Green', 'Vincent Perez', 'Dominique Pinon']","A writer goes through a tough period after the release of her latest book, as she gets involved with an obsessive admirer."
524,Thelma,"Drama, Fantasy, Horror            ",Joachim Trier,"['Eili Harboe', 'Kaya Wilkins', 'Henrik Rafaelsen', 'Ellen Dorrit Petersen']",A confused religious girl tries to deny her feelings for a female friend who's in love with her. This causes her suppressed subconsciously-controlled psychokinetic powers to reemerge with devastating results.
525,The Gift,"Drama, Fantasy, Horror            ",Sam Raimi,"['Cate Blanchett', 'Katie Holmes', 'Keanu Reeves', 'Giovanni Ribisi']",A fortune teller with extrasensory perception is asked to help find a young woman who has mysteriously disappeared.
526,Murder by Death,"Comedy, Crime, Mystery            ",Robert Moore,"['Peter Falk', 'Alec Guinness', 'Peter Sellers', 'Eileen Brennan']",Five famous literary detective characters and their sidekicks are invited to a bizarre mansion to solve an even stranger mystery.
527,The Great Mouse Detective,"Animation, Adventure, Family            ",Ron Clements,"['Burny Mattinson', 'David Michener', 'John Musker', 'Vincent Price', 'Barrie Ingham', 'Val Bettin', 'Susanne Pollatschek']","Basil, the rodent Sherlock Holmes, investigates the kidnapping of a toy maker and uncovers its link to his archenemy, Professor Ratigan."
528,The Gunman,"Action, Crime, Drama            ",Pierre Morel,"['Sean Penn', 'Idris Elba', 'Jasmine Trinca', 'Javier Bardem']","A sniper on a mercenary assassination team, kills the minister of mines of the Congo. Terrier's successful kill shot forces him into hiding. Returning to the Congo years later, he becomes the target of a hit squad himself."
529,The Curse of the Were-Rabbit,"Animation, Adventure, Comedy            ",Steve Box,"['Nick Park', 'Peter Sallis', 'Helena Bonham Carter', 'Ralph Fiennes', 'Peter Kay']","Wallace and his loyal dog, Gromit, set out to discover the mystery behind the garden sabotage that plagues their village and threatens the annual giant vegetable growing contest."
530,Fletch,"Comedy, Crime, Mystery            ",Michael Ritchie,"['Chevy Chase', 'Joe Don Baker', 'Dana Wheeler-Nicholson', 'Richard Libertini']","Irwin M. ""Fletch"" Fletcher is a newspaper reporter being offered a large sum to off a cancerous millionaire, but is on the run, risking his job and finding clues when it's clear the man is healthy."
531,Extremely Loud & Incredibly Close,"Adventure, Drama, Mystery            ",Stephen Daldry,"['Thomas Horn', 'Tom Hanks', 'Sandra Bullock', 'Max von Sydow']","A nine-year-old amateur inventor, Francophile, and pacifist searches New York City for the lock that matches a mysterious key left behind by his father, who died in the World Trade Center on September 11, 2001."
532,Saw III,"Horror, Mystery, Thriller            ",Darren Lynn Bousman,"['Tobin Bell', 'Shawnee Smith', 'Angus Macfadyen', 'Bahar Soomekh']",Jigsaw abducts a doctor in order to keep himself alive while he watches his new apprentice put an unlucky citizen named Jeff through a brutal test.
533,Black Christmas,"Horror, Mystery, Thriller            ",Sophia Takal,"['Imogen Poots', 'Aleyse Shannon', 'Lily Donoghue', ""Brittany O'Grady""]",A group of female students are stalked by a stranger during their Christmas break. That is until the young sorority pledges discover that the killer is part of an underground college conspiracy.
534,The Zero Theorem,"Comedy, Drama, Fantasy            ",Terry Gilliam,"['Christoph Waltz', 'Lucas Hedges', 'Mélanie Thierry', 'David Thewlis']","A hugely talented but socially isolated computer operator is tasked by Management to prove the Zero Theorem: that the universe ends as nothing, rendering life meaningless. But meaning is what he already craves."
535,Femme Fatale,"Crime, Drama, Mystery            ",Brian De Palma,"['Rebecca Romijn', 'Antonio Banderas', 'Peter Coyote', 'Eriq Ebouaney']","A woman tries to straighten out her life, even as her past as a con-woman comes back to haunt her."
536,The Song of Names,"Drama, Music, Mystery            ",François Girard,"['Eddie Izzard', 'Gerran Howell', 'Stanley Townsend', 'Amy Sloan']","Several years after his childhood friend, a violin prodigy, disappears on the eve of his first solo concert, an Englishman travels throughout Europe to find him."
537,Psycho II,"Crime, Horror, Mystery            ",Richard Franklin,"['Anthony Perkins', 'Vera Miles', 'Meg Tilly', 'Robert Loggia']","After twenty-two years of psychiatric care, Norman Bates attempts to return to a life of solitude, but the specters of his crimes - and his mother - continue to haunt him."
538,Exposed,"Crime, Drama, Mystery            ",Gee Malik Linton,"['Ana de Armas', 'Keanu Reeves', 'Christopher McDonald', 'Mira Sorvino']",A police detective investigates the truth behind his partner's death. The mysterious case reveals disturbing police corruption and a dangerous secret involving an unlikely young woman.
539,Trois couleurs: Rouge,"Drama, Mystery, Romance            ",Krzysztof Kieslowski,"['Irène Jacob', 'Jean-Louis Trintignant', 'Frédérique Feder', 'Jean-Pierre Lorit']",A model discovers a retired judge is keen on invading people's privacy.
540,Saw IV,"Horror, Mystery, Thriller            ",Darren Lynn Bousman,"['Tobin Bell', 'Scott Patterson', 'Louis Ferreira', 'Costas Mandylor']","Despite Jigsaw's death, and in order to save the lives of two of his colleagues, Lieutenant Rigg is forced to take part in a new game, which promises to test him to the limit."
541,The Void,"Horror, Mystery, Sci-Fi            ",Jeremy Gillespie,"['Steven Kostanski', 'Aaron Poole', 'Kenneth Welsh', 'Daniel Fathers', 'Kathleen Munroe']","Shortly after delivering a patient to an understaffed hospital, a police officer experiences strange and violent occurrences seemingly linked to a group of mysterious hooded figures."
542,3 Women,"Drama, Mystery, Thriller            ",Robert Altman,"['Shelley Duvall', 'Sissy Spacek', 'Janice Rule', 'Robert Fortier']","Two roommates/physical therapists, one a vain woman and the other a mysterious teenager, share a bizarre relationship."
543,Atlantique,"Drama, Mystery, Romance            ",Mati Diop,"['Mame Bineta Sane', 'Amadou Mbow', 'Traore', 'Nicole Sougou']","In a popular suburb of Dakar, workers on the construction site of a futuristic tower, without pay for months, decide to leave the country by the ocean for a better future. Among them is Souleiman, the lover of Ada, promised to another."
544,Edge of Darkness,"Action, Crime, Drama            ",Martin Campbell,"['Mel Gibson', 'Ray Winstone', 'Danny Huston', 'Bojana Novakovic']","As homicide detective Thomas Craven investigates the murder of his activist daughter, he uncovers a corporate cover-up and government conspiracy that attracts an agent tasked with cleaning up the evidence."
545,Star Trek: Generations,"Action, Adventure, Mystery            ",David Carson,"['Patrick Stewart', 'William Shatner', 'Malcolm McDowell', 'Jonathan Frakes']","With the help of long presumed dead Captain Kirk, Captain Picard must stop a deranged scientist willing to murder on a planetary scale in order to enter a space matrix."
546,Abduction,"Action, Mystery, Thriller            ",John Singleton,"['Taylor Lautner', 'Lily Collins', 'Alfred Molina', 'Jake Andolina']",A young man sets out to uncover the truth about his life after finding his baby photo on a missing persons website.
547,I Am the Pretty Thing That Lives in the House,"Drama, Horror, Mystery            ",Oz Perkins,"['Ruth Wilson', 'Paula Prentiss', 'Bob Balaban', 'Lucy Boynton']",A young nurse takes care of an elderly author who lives in a haunted house.
548,Taking Lives,"Crime, Mystery, Thriller            ",D.J. Caruso,"['Angelina Jolie', 'Ethan Hawke', 'Kiefer Sutherland', 'Gena Rowlands']",An FBI profiler is called in by French Canadian police to catch a serial killer who takes on the identity of each new victim.
549,Phenomena,"Horror, Mystery            ",Dario Argento,"['Jennifer Connelly', 'Donald Pleasence', 'Daria Nicolodi', 'Fiore Argento']","A young girl, with an amazing ability to communicate with insects, is transferred to an exclusive Swiss boarding school, where her unusual capability might help solve a string of murders."
550,The Ward,"Horror, Mystery, Thriller            ",John Carpenter,"['Amber Heard', 'Mamie Gummer', 'Danielle Panabaker', 'Laura-Leigh']",An institutionalized young woman becomes terrorized by a ghost.
551,Europa Report,"Drama, Mystery, Sci-Fi            ",Sebastián Cordero,"['Sharlto Copley', 'Michael Nyqvist', 'Christian Camargo', 'Embeth Davidtz']",An international crew of astronauts undertakes a privately funded mission to search for life on Jupiter's fourth largest moon.
552,Wes Craven's New Nightmare,"Fantasy, Horror, Mystery            ",Wes Craven,"['Heather Langenkamp', 'Robert Englund', 'Jeff Davis', 'Miko Hughes']",A demonic force has chosen Freddy Krueger as its portal to the real world. Can Heather Langenkamp play the part of Nancy one last time and trap the evil trying to enter our world?
553,"Janghwa, Hongryeon","Drama, Horror, Mystery            ",Jee-woon Kim,"['Kap-su Kim', 'Jung-ah Yum', 'Soo-jung Lim', 'Geun-young Moon']",A family is haunted by the tragedies of deaths within the family.
554,The Andromeda Strain,"Mystery, Sci-Fi, Thriller            ",Robert Wise,"['James Olson', 'Arthur Hill', 'David Wayne', 'Kate Reid']","A team of top scientists work feverishly in a secret, state-of-the-art laboratory to discover what has killed the citizens of a small town and learn how this deadly contagion can be stopped."
555,Magnum Force,"Action, Crime, Mystery            ",Ted Post,"['Clint Eastwood', 'Hal Holbrook', 'Mitchell Ryan', 'David Soul']","San Francisco Inspector ""Dirty"" Harry Callahan is on the trail of vigilante Police Officers who are not above going beyond the law to kill the city's undesirables."
556,Regression,"Crime, Drama, Mystery            ",Alejandro Amenábar,"['Ethan Hawke', 'David Thewlis', 'Emma Watson', 'Dale Dickey']",A detective and a psychoanalyst uncover evidence of a satanic cult while investigating a young woman's terrifying past.
557,Congo,"Action, Adventure, Mystery            ",Frank Marshall,"['Laura Linney', 'Tim Curry', 'Dylan Walsh', 'Ernie Hudson']","When an expedition to the African Congo ends in disaster, a new team is assembled to find out what went wrong."
558,The Presidio,"Action, Crime, Mystery            ",Peter Hyams,"['Sean Connery', 'Mark Harmon', 'Meg Ryan', 'Jack Warden']",A San Francisco civilian police detective is forced to work on a series of murders with his former enemy commanding officer while dating his daughter.
559,Unlocked,"Action, Drama, Mystery            ",Michael Apted,"['Noomi Rapace', 'Orlando Bloom', 'Toni Collette', 'John Malkovich']",A CIA interrogator is lured into a ruse that puts London at risk of a biological attack.
560,The Negotiator,"Action, Crime, Drama            ",F. Gary Gray,"['Samuel L. Jackson', 'Kevin Spacey', 'David Morse', 'Ron Rifkin']","In a desperate attempt to prove his innocence, a skilled police negotiator accused of corruption and murder takes hostages in a government office to gain the time he needs to find the truth."
561,Caché,"Drama, Mystery, Thriller            ",Michael Haneke,"['Daniel Auteuil', 'Juliette Binoche', 'Maurice Bénichou', 'Annie Girardot']",A married couple is terrorized by a series of surveillance videotapes left on their front porch.
562,Alex Cross,"Action, Crime, Mystery            ",Rob Cohen,"['Tyler Perry', 'Matthew Fox', 'Rachel Nichols', 'Edward Burns']",A homicide detective is pushed to the brink of his moral and physical limits as he tangles with a ferociously skilled hired killer who specializes in torture and pain.
563,Deception,"Crime, Drama, Mystery            ",Marcel Langenegger,"['Hugh Jackman', 'Ewan McGregor', 'Michelle Williams', 'Bruce Altman']","An accountant is introduced to a mysterious sex club known as The List by his lawyer friend. But in this new world, he soon becomes the prime suspect in a woman's disappearance and a multi-million dollar heist."
564,Murder by Numbers,"Crime, Mystery, Thriller            ",Barbet Schroeder,"['Sandra Bullock', 'Ben Chaplin', 'Ryan Gosling', 'Michael Pitt']","Two gifted high school students execute a ""perfect"" murder - then become engaged in an intellectual contest with a seasoned homicide detective."
565,Hearts in Atlantis,"Drama, Mystery            ",Scott Hicks,"['Anthony Hopkins', 'Anton Yelchin', 'Hope Davis', 'Mika Boorem']",Widowed Liz Garfield and her son Bobby change when mysterious stranger Ted Brautigan enters their lives.
566,Sneakers,"Comedy, Crime, Drama            ",Phil Alden Robinson,"['Robert Redford', 'Dan Aykroyd', 'Sidney Poitier', 'Jo Marr']","A security pro finds his past coming back to haunt him, when he and his unique team are tasked with retrieving a particularly important item."
567,In the Cut,"Mystery, Thriller            ",Jane Campion,"['Meg Ryan', 'Mark Ruffalo', 'Jennifer Jason Leigh', 'Michael Nuccio']","New York City writing professor, Frannie Avery, has an affair with a police detective, who is investigating the murder of a beautiful young woman in her neighborhood."
568,Evil Under the Sun,"Crime, Drama, Mystery            ",Guy Hamilton,"['Peter Ustinov', 'James Mason', 'Maggie Smith', 'Colin Blakely']","Trying to find how a millionaire wound up with a phony diamond brings Hercule Poirot (Sir Peter Ustinov) to an exclusive island resort frequented by the rich and famous. When a murder is committed, everyone has an alibi."
569,Sidney Hall,"Drama, Mystery, Romance            ",Shawn Christensen,"['Logan Lerman', 'Elle Fanning', 'Kyle Chandler', 'Michelle Monaghan']","Sidney Hall finds accidental success and unexpected love at an early age, then disappears without a trace."
570,Mou gaan dou,"Action, Crime, Drama            ",Andrew Lau,"['Alan Mak', 'Andy Lau', 'Tony Chiu-Wai Leung', 'Anthony Chau-Sang Wong', 'Eric Tsang']","A story between a mole in the police department and an undercover cop. Their objectives are the same: to find out who is the mole, and who is the cop."
571,The People Under the Stairs,"Comedy, Horror, Mystery            ",Wes Craven,"['Brandon Quintin Adams', 'Everett McGill', 'Wendy Robie', 'A.J. Langer']","Two adults and a juvenile break into a house occupied by a brother and sister and their stolen children. There, they must fight for their lives."
572,Red Lights,"Drama, Fantasy, Horror            ",Rodrigo Cortés,"['Sigourney Weaver', 'Robert De Niro', 'Cillian Murphy', 'Elizabeth Olsen']","Psychologist Margaret Matheson and her assistant study paranormal activity, which leads them to investigate a world-renowned psychic who has resurfaced years after his toughest critic mysteriously passed away."
573,The X Files,"Drama, Mystery, Sci-Fi            ",Rob Bowman,"['David Duchovny', 'Gillian Anderson', 'John Neville', 'William B. Davis']",Mulder and Scully must fight the government in a conspiracy and find the truth about an alien colonization of Earth.
574,DOA: Dead or Alive,"Action, Adventure, Mystery            ",Corey Yuen,"['Jaime Pressly', 'Devon Aoki', 'Sarah Carter', 'Holly Valance']","The world's best fighters are invited to DOA, an invitational martial arts contest. There, four female rival fighters will have to work together to uncover the secret that the organizer of the tournament is trying to hide."
575,Snake Eyes,"Crime, Mystery, Thriller            ",Brian De Palma,"['Nicolas Cage', 'Gary Sinise', 'John Heard', 'Carla Gugino']",A shady police detective finds himself in the middle of a murder conspiracy at an important boxing match in an Atlantic City casino.
576,Euphoria,"Adventure, Drama, Mystery            ",Lisa Langseth,"['Eva Green', 'Alicia Vikander', 'Charlotte Rampling', 'Charles Dance']",Sisters in conflict travelling through Europe toward a mystery destination.
577,High Crimes,"Crime, Drama, Mystery            ",Carl Franklin,"['Jim Caviezel', 'Morgan Freeman', 'Ashley Judd', 'Adam Scott']","High powered lawyer Claire Kubik finds her world turned upside down when her husband, who has been living under a false name, is arrested by military police and placed on trial for the murder of villagers while he was in the Marines."
578,We Have Always Lived in the Castle,"Drama, Mystery, Thriller            ",Stacie Passon,"['Taissa Farmiga', 'Alexandra Daddario', 'Crispin Glover', 'Sebastian Stan']","Merricat, Constance and their Uncle Julian live in isolation after experiencing a family tragedy six years earlier. When cousin Charles arrives to steal the family fortune, he also threatens a dark secret they've been hiding."
579,Dark Water,"Drama, Horror, Mystery            ",Walter Salles,"['Jennifer Connelly', 'Ariel Gade', 'John C. Reilly', 'Tim Roth']","A mother and daughter, still wounded from a bitter custody dispute, hole up in a run-down apartment building. Adding further drama to their plight, they are targeted by the ghost of former resident."
580,Sherlock Gnomes,"Animation, Adventure, Comedy            ",John Stevenson,"['Johnny Depp', 'James McAvoy', 'Emily Blunt', 'Kelly Asbury']","Garden gnomes, Gnomeo (James McAvoy) and Juliet (Emily Blunt), recruit renowned detective Sherlock Gnomes (Johnny Depp) to investigate the mysterious disappearance of other garden ornaments."
581,Paycheck,"Action, Mystery, Sci-Fi            ",John Woo,"['Ben Affleck', 'Aaron Eckhart', 'Uma Thurman', 'Michael C. Hall']","What seemed like a breezy idea for an engineer to net him millions of dollars, leaves him on the run for his life and piecing together why he's being chased."
582,Closed Circuit,"Crime, Drama, Mystery            ",John Crowley,"['Eric Bana', 'Rebecca Hall', 'Jim Broadbent', 'Ciarán Hinds']",A high-profile terrorism case unexpectedly binds together two ex-lovers on the defense team - testing the limits of their loyalties and placing their lives in jeopardy.
583,Don't Say a Word,"Drama, Mystery, Thriller            ",Gary Fleder,"['Michael Douglas', 'Sean Bean', 'Brittany Murphy', 'Skye McCole Bartusiak']","When the daughter of a psychiatrist is kidnapped, he's horrified to discover that the abductors' demand is that he break through to a post traumatic stress disorder suffering young woman who knows a secret..."
